"","caseid","commonweight","age","gender","race_eth","education","marital","employment","device","republican","public_ins","public_option"
"10598",1035571081,0.804533991336012,20,"Female","White","Some college or 2-year degree","Never married","Other","Smartphone",0,0,1
"10599",1035506449,0.208599838718257,37,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Smartphone",0,0,0
"10600",1035555871,0.568906957214338,56,"Male","White","High school graduate","Never married","Employed","Computer",1,0,0
"10601",1035544865,1.00756321841709,43,"Female","Hispanic/Latino","Less than high school","Married","Employed","Smartphone",0,0,1
"10602",1035533613,1.06503568440736,59,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10603",1035495611,0.958459680502019,37,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"10604",1035545917,0.322980804210896,25,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Smartphone",0,0,0
"10605",1035505999,0.86288633841236,32,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10606",1035445457,1.15184547497358,63,"Male","White","Less than high school","Divorced","Retired","Computer",1,1,1
"10607",1035538401,1.57366334657974,67,"Male","Other","High school graduate","Married","Employed","Smartphone",1,1,0
"10608",1035454435,0.751340669521884,60,"Male","White","High school graduate","Married","Disabled","Computer",1,1,1
"10609",1035381649,1.43688959057819,26,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",0,0,1
"10610",1035471209,0.904338126353069,54,"Female","Hispanic/Latino","High school graduate","Divorced","Retired","Smartphone",0,1,0
"10611",1035513851,4.03433884089076,25,"Male","Hispanic/Latino","High school graduate","Divorced","Employed","Smartphone",0,0,0
"10612",1035532959,0.873867409105926,43,"Female","Black","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10613",1034033667,3.66664813809775,60,"Male","Hispanic/Latino","Less than high school","Married","Employed","Computer",1,0,1
"10614",1035606039,1.08986312849933,34,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,1
"10615",1035504399,2.60900554797579,28,"Female","Black","Less than high school","Separated","Employed","Smartphone",0,1,0
"10616",1035519509,0.630962023084062,63,"Male","White","High school graduate","Divorced","Employed","Computer",1,1,1
"10617",1035495831,1.39278417888634,24,"Female","White","Some college or 2-year degree","Never married","Other","Smartphone",0,0,1
"10618",1035570841,0.6443790095612,60,"Male","White","High school graduate","Never married","Employed","Computer",0,0,1
"10619",1035350299,1.43047775121936,26,"Male","White","Some college or 2-year degree","Never married","Disabled","Smartphone",0,1,1
"10620",1035583133,1.21077248470719,30,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10621",1035573157,1.05053967217906,51,"Male","Other","High school graduate","Never married","Other","Smartphone",0,0,1
"10622",1035359143,1.4616859453355,60,"Female","Hispanic/Latino","High school graduate","Divorced","Disabled","Smartphone",0,1,1
"10623",1035550889,1.3129288674497,64,"Male","White","High school graduate","Never married","Employed","Computer",0,0,1
"10624",1035519305,0.179706374976864,49,"Male","Other","High school graduate","Never married","Unemployed","Tablet",0,0,1
"10625",1035444415,1.24351025864035,57,"Male","Black","Some college or 2-year degree","Never married","Retired","Computer",0,1,1
"10626",1035455809,1.50750118223756,78,"Male","Hispanic/Latino","High school graduate","Married","Retired","Smartphone",0,1,1
"10627",1035572689,1.47405606572468,51,"Male","White","Less than high school","Divorced","Disabled","Computer",1,0,0
"10628",1035658135,0.854119155667843,41,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"10629",1035573333,1.5059778982737,59,"Male","Black","High school graduate","Never married","Disabled","Computer",0,1,1
"10630",1035445733,0.669547682939378,58,"Male","White","High school graduate","Never married","Employed","Computer",0,0,1
"10631",1035642723,0.964800285848006,50,"Male","White","High school graduate","Married","Employed","Smartphone",1,0,0
"10632",1035302387,1.8157851887502,21,"Female","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10633",1035577345,0.993105294820468,39,"Male","White","High school graduate","Never married","Employed","Computer",0,0,0
"10634",1035503959,0.454493568967224,60,"Male","White","High school graduate","Married","Retired","Tablet",0,0,1
"10635",1035487623,1.9669671389423,57,"Female","Other","High school graduate","Never married","Employed","Smartphone",0,1,1
"10636",1035711881,0.752450933625604,36,"Female","Black","High school graduate","Never married","Employed","Smartphone",0,0,1
"10637",1035669519,0.382461581301675,59,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10638",1035722641,0.708041325429818,50,"Male","White","High school graduate","Married","Employed","Tablet",1,0,1
"10639",1035671315,1.0432609211643,31,"Male","White","Some college or 2-year degree","Married","Retired","Computer",0,1,1
"10640",1035709601,0.631341099513746,56,"Male","Black","Some college or 2-year degree","Married","Employed","Smartphone",0,0,1
"10641",1035709093,1.40093290404163,60,"Male","Other","High school graduate","Married","Employed","Tablet",0,1,1
"10642",1035708711,0.61730767456955,32,"Female","Hispanic/Latino","High school graduate","Married","Employed","Smartphone",0,0,1
"10643",1035471431,0.620881234748977,56,"Male","White","High school graduate","Never married","Employed","Computer",0,0,1
"10644",1035454125,0.708570573174387,60,"Male","White","High school graduate","Widowed","Retired","Computer",1,1,1
"10645",1035682485,0.889510298416354,45,"Male","Black","High school graduate","Married","Unemployed","Smartphone",0,0,1
"10646",1035672711,0.59999612572458,60,"Male","White","High school graduate","Married","Disabled","Smartphone",0,0,1
"10647",1035445897,0.786343198427576,33,"Male","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Computer",0,0,0
"10648",1035681097,0.356932794571961,44,"Male","White","High school graduate","Never married","Unemployed","Computer",0,0,0
"10649",1035550765,0.916066183894796,21,"Female","White","High school graduate","Never married","Other","Smartphone",0,1,0
"10650",1035471445,0.708041325429818,49,"Male","White","High school graduate","Never married","Disabled","Tablet",1,1,0
"10651",1035693783,1.21552889758004,45,"Male","White","High school graduate","Married","Employed","Smartphone",1,0,1
"10652",1035724539,0.331887164491017,39,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",0,0,0
"10653",1035325293,0.390407646320883,45,"Female","Hispanic/Latino","High school graduate","Married","Employed","Computer",0,0,1
"10654",1035445139,0.321411756489864,32,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Tablet",0,0,1
"10655",1035721847,0.51791151506179,49,"Male","Black","Some college or 2-year degree","Never married","Employed","Smartphone",0,1,1
"10656",1035695111,0.61730767456955,41,"Female","Hispanic/Latino","High school graduate","Never married","Employed","Smartphone",0,0,0
"10657",1035487103,0.375854311202034,52,"Male","Black","Some college or 2-year degree","Married","Disabled","Smartphone",0,1,1
"10658",1035725755,0.458997085698118,58,"Female","Black","High school graduate","Never married","Disabled","Smartphone",0,1,1
"10659",1035670527,1.29513801960582,34,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10660",1035772291,0.883935737002328,21,"Female","White","Some college or 2-year degree","Never married","Other","Computer",1,0,0
"10661",1035487877,0.743329553339232,64,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10662",1035781771,0.779716058514286,22,"Female","White","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"10663",1035725357,0.272737288384233,64,"Male","Black","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"10664",1031581243,0.60967955768877,21,"Male","White","Some college or 2-year degree","Never married","Unemployed","Computer",0,0,1
"10665",1035740415,0.740866598501934,38,"Male","Black","Some college or 2-year degree","Never married","Disabled","Tablet",0,1,1
"10666",1035762961,0.823112638377597,60,"Male","White","High school graduate","Married","Employed","Smartphone",0,0,1
"10667",1035780881,0.667531616425554,37,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"10668",1035717151,0.952463664146898,18,"Female","Hispanic/Latino","High school graduate","Never married","Other","Smartphone",0,0,0
"10669",1035740921,0.843298226737995,37,"Female","Black","High school graduate","Never married","Employed","Computer",0,0,1
"10670",1035773477,0.813642720196156,50,"Male","White","High school graduate","Married","Unemployed","Smartphone",0,1,1
"10671",1035780903,0.87170622809789,48,"Male","White","Less than high school","Never married","Disabled","Smartphone",0,1,1
"10672",1035760043,1.06766902827789,19,"Female","Other","Some college or 2-year degree","Never married","Employed","Smartphone",0,1,1
"10673",1035792179,0.709051266671223,55,"Male","White","High school graduate","Never married","Disabled","Computer",0,1,0
"10674",1035773239,0.714036654835175,84,"Female","Other","Less than high school","Widowed","Retired","Computer",1,1,0
"10675",1035791789,1.5365195801678,30,"Male","White","High school graduate","Never married","Disabled","Computer",0,1,1
"10676",1035790651,1.11892266358864,34,"Female","Black","Some college or 2-year degree","Married","Unemployed","Smartphone",0,0,1
"10677",1035519403,0.638405516172595,63,"Male","White","High school graduate","Married","Retired","Smartphone",1,0,1
"10678",1034138181,0.505933113499712,34,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Smartphone",0,1,1
"10679",1035538431,0.58040800164578,32,"Male","White","Some college or 2-year degree","Married","Unemployed","Smartphone",0,1,1
"10680",1035763275,3.94299274788644,34,"Male","Black","High school graduate","Never married","Employed","Tablet",0,0,0
"10681",1035782607,1.84921411556006,67,"Female","Black","High school graduate","Divorced","Retired","Tablet",0,1,1
"10682",1035792547,0.583490783690704,39,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,0
"10683",1035510997,0.52775172423404,33,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Computer",0,0,0
"10684",1035778267,0.513928295644482,35,"Male","Hispanic/Latino","Some college or 2-year degree","Never married","Disabled","Smartphone",0,1,1
"10685",1035244671,0.764846431232025,37,"Female","Hispanic/Latino","High school graduate","Never married","Employed","Smartphone",0,1,1
"10686",1035752033,5.7403656263792,23,"Male","White","High school graduate","Never married","Employed","Smartphone",0,0,1
"10687",1035496043,1.91665978403141,66,"Female","Black","High school graduate","Divorced","Employed","Smartphone",0,0,1
"10688",1035550825,0.448925664591833,35,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Smartphone",1,0,1
"10689",1035503723,0.577756887899366,58,"Male","White","High school graduate","Married","Retired","Smartphone",0,1,1
"10690",1035495791,0.659669885151616,34,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",1,0,1
"10691",1035462567,0.30728256777479,58,"Male","Black","Some college or 2-year degree","Never married","Retired","Computer",0,1,1
"10692",1035763065,1.41320995221213,44,"Male","White","High school graduate","Married","Disabled","Smartphone",1,1,0
"10693",1035763323,0.344303023774743,35,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Other","Smartphone",0,1,0
"10694",1035748479,0.451860924867209,29,"Female","White","Some college or 2-year degree","Never married","Unemployed","Computer",0,1,0
"10695",1035837185,6.12633931038856,51,"Male","Hispanic/Latino","Less than high school","Separated","Other","Smartphone",0,1,1
"10696",1035855243,1.16435089132653,21,"Female","White","High school graduate","Never married","Unemployed","Smartphone",0,0,1
"10697",1035773421,1.79019822211151,63,"Male","Black","High school graduate","Married","Disabled","Computer",0,1,1
"10698",1035818007,2.90966320078864,27,"Male","Hispanic/Latino","Some college or 2-year degree","Never married","Employed","Smartphone",0,1,1
"10699",1035328541,0.735408795120202,19,"Male","White","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"10700",1035487777,0.470287097813593,55,"Male","White","High school graduate","Divorced","Disabled","Computer",0,1,1
"10701",1035783259,0.654432493357373,60,"Female","Black","High school graduate","Divorced","Retired","Tablet",0,1,1
"10702",1035621671,0.862451781486147,20,"Female","Other","High school graduate","Never married","Employed","Smartphone",0,0,0
"10703",1035563567,0.212212582195926,39,"Male","Asian","High school graduate","Never married","Employed","Smartphone",0,0,1
"10704",1035823931,0.891282144121762,40,"Female","Black","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"10705",1035810881,1.74513577251273,47,"Male","Hispanic/Latino","High school graduate","Married","Employed","Smartphone",0,0,1
"10706",1034918863,1.49039569138659,46,"Male","White","High school graduate","Married","Employed","Smartphone",1,0,0
"10707",1035802663,0.906091566957857,49,"Female","Black","Less than high school","Never married","Disabled","Smartphone",0,1,1
"10708",1035818079,2.33952755807871,35,"Male","White","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"10709",1034827875,0.986614243432061,43,"Male","White","Some college or 2-year degree","Married","Other","Smartphone",0,0,0
"10710",1035463149,0.742724545926421,40,"Male","Hispanic/Latino","Some college or 2-year degree","Divorced","Employed","Smartphone",0,0,1
"10711",1035745149,0.776538057086006,30,"Male","White","High school graduate","Never married","Other","Computer",0,1,1
"10712",1035325433,1.06473898303353,26,"Female","White","Some college or 2-year degree","Never married","Employed","Smartphone",1,0,0
"10713",1035792125,0.883935737002328,29,"Female","White","Some college or 2-year degree","Married","Other","Smartphone",1,0,0
"10714",1035538411,1.29513801960582,34,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10715",1035519621,0.454493568967224,63,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10716",1035879569,0.571575013877665,63,"Male","White","High school graduate","Married","Retired","Computer",1,0,1
"10717",1035902615,0.743329553339232,50,"Male","White","High school graduate","Never married","Employed","Computer",0,1,1
"10718",1034828573,0.673168616780801,36,"Male","White","High school graduate","Married","Employed","Computer",1,1,1
"10719",1035879327,0.217631183762378,61,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10720",1035806427,0.820728583524116,57,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10721",1035174341,1.46586348642899,30,"Male","White","Less than high school","Never married","Disabled","Smartphone",0,1,0
"10722",1035899819,0.858527210413225,57,"Male","White","Less than high school","Divorced","Disabled","Smartphone",0,1,0
"10723",1035903277,0.737968412485004,53,"Male","White","High school graduate","Never married","Employed","Tablet",0,0,1
"10724",1035886515,0.455503000347021,34,"Male","White","High school graduate","Never married","Employed","Computer",0,0,1
"10725",1035894583,1.28626391704403,41,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,0
"10726",1035865275,0.53467891736399,58,"Male","White","High school graduate","Married","Disabled","Computer",0,1,1
"10727",1035893307,0.588421034371073,40,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10728",1035864133,0.583490783690704,35,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10729",1035676573,1.15836466375112,39,"Male","White","High school graduate","Never married","Employed","Computer",0,0,0
"10730",1035445441,1.36439830834622,30,"Male","White","Some college or 2-year degree","Married","Employed","Computer",0,0,0
"10731",1035018423,1.11367847934161,35,"Male","White","Less than high school","Married","Employed","Computer",1,0,1
"10732",1035283661,1.07357260680308,33,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10733",1035471313,0.455503000347021,41,"Male","White","High school graduate","Never married","Employed","Smartphone",1,0,1
"10734",1035903779,1.79044291163558,64,"Male","White","Less than high school","Widowed","Disabled","Computer",0,1,1
"10735",1035902237,1.59531237990844,61,"Male","Black","High school graduate","Married","Employed","Computer",0,0,1
"10736",1035909679,0.457669761358244,42,"Female","Black","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10737",1035605723,1.72422320248891,33,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10738",1035606963,0.638851260072762,31,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"10739",1035829051,1.37484395263296,22,"Female","White","High school graduate","Never married","Unemployed","Smartphone",0,1,0
"10740",1035769583,0.879208736384905,37,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,0
"10741",1035918725,1.32427374438505,48,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10742",1035463179,0.325782025476611,41,"Male","White","High school graduate","Never married","Employed","Smartphone",0,0,1
"10743",1035932185,0.73511649119816,41,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"10744",1035824541,0.424761779134793,61,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10745",1035029407,1.2807406576167,37,"Male","Hispanic/Latino","Some college or 2-year degree","Never married","Employed","Computer",1,0,1
"10746",1035894539,0.58040800164578,36,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,0
"10747",1035895033,1.24711124744523,81,"Female","Other","High school graduate","Married","Retired","Computer",0,1,1
"10748",1035932891,1.68579447752796,62,"Male","White","Less than high school","Separated","Disabled","Computer",0,1,1
"10749",1035150695,0.559742284953816,41,"Female","Black","High school graduate","Married","Other","Smartphone",0,0,0
"10750",1035844337,1.50400988921541,59,"Female","Black","High school graduate","Never married","Disabled","Computer",1,1,0
"10751",1035918325,1.79870697396484,83,"Female","Black","High school graduate","Divorced","Retired","Computer",0,1,1
"10752",1035609081,3.16388048290557,50,"Female","Hispanic/Latino","Less than high school","Married","Other","Smartphone",0,0,1
"10753",1035985915,1.21676906923171,54,"Male","Hispanic/Latino","High school graduate","Never married","Employed","Computer",0,0,1
"10754",1035578877,0.542690578372757,34,"Male","White","High school graduate","Married","Employed","Smartphone",0,0,1
"10755",1036063363,3.23490775514222,19,"Female","Black","High school graduate","Never married","Other","Computer",0,0,1
"10756",1036038929,0.70839334088499,27,"Female","Black","High school graduate","Never married","Unemployed","Smartphone",0,0,1
"10757",1036109985,0.986614243432061,43,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,1
"10758",1036027173,0.708041325429818,58,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10759",1035806633,1.85930751801989,41,"Female","Black","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"10760",1036064203,0.679314600066043,63,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10761",1036063045,0.6443790095612,62,"Male","White","High school graduate","Separated","Employed","Computer",0,0,1
"10762",1036066631,0.954282535580407,48,"Male","White","High school graduate","Married","Employed","Computer",0,0,0
"10763",1036077259,0.709051266671223,58,"Male","White","High school graduate","Married","Employed","Smartphone",1,0,1
"10764",1036114525,1.33538051100262,38,"Male","White","Some college or 2-year degree","Never married","Unemployed","Smartphone",0,0,1
"10765",1036098913,0.923989150572326,59,"Male","White","Less than high school","Married","Employed","Computer",1,0,1
"10766",1036064099,0.585647423346058,31,"Male","White","Some college or 2-year degree","Divorced","Employed","Computer",0,1,1
"10767",1036026853,0.430535308751647,33,"Female","Hispanic/Latino","High school graduate","Married","Employed","Smartphone",0,0,1
"10768",1036026217,0.761188979965006,35,"Male","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"10769",1036026475,0.321303965157554,55,"Male","Native American","High school graduate","Divorced","Employed","Computer",1,0,0
"10770",1035825781,0.34498357429996,47,"Male","White","High school graduate","Married","Employed","Smartphone",0,0,1
"10771",1036115193,1.21261499508713,56,"Male","White","Less than high school","Never married","Disabled","Smartphone",1,1,1
"10772",1036160941,0.601506322865072,42,"Male","White","High school graduate","Separated","Employed","Smartphone",0,0,0
"10773",1036153241,0.6443790095612,54,"Male","White","High school graduate","Divorced","Disabled","Computer",0,1,1
"10774",1036131993,0.6443790095612,59,"Male","White","High school graduate","Married","Retired","Smartphone",0,0,1
"10775",1036194287,0.477850680152533,35,"Male","White","High school graduate","Never married","Employed","Smartphone",0,0,1
"10776",1036148509,0.341209995572594,31,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10777",1036164013,0.429838518641634,38,"Female","Hispanic/Latino","Less than high school","Married","Other","Computer",0,0,0
"10778",1034364531,0.32775468519045,53,"Male","White","High school graduate","Married","Employed","Computer",0,0,0
"10779",1035861693,0.209883462051186,57,"Male","White","High school graduate","Married","Employed","Smartphone",0,0,1
"10780",1036216383,0.713262283478259,59,"Male","White","High school graduate","Never married","Employed","Computer",0,0,1
"10781",1036144323,0.574677883565551,64,"Male","White","High school graduate","Never married","Retired","Computer",0,0,1
"10782",1036056167,0.988465356224597,63,"Male","White","Less than high school","Divorced","Disabled","Smartphone",0,1,1
"10783",1036158415,1.81770039771354,57,"Male","Hispanic/Latino","High school graduate","Divorced","Retired","Smartphone",0,1,1
"10784",1036190419,0.612197003375782,54,"Female","Black","High school graduate","Never married","Disabled","Smartphone",0,1,1
"10785",1036207059,0.938215289065228,35,"Male","Hispanic/Latino","Some college or 2-year degree","Married","Retired","Smartphone",0,1,1
"10786",1036144351,0.693241272499823,51,"Male","White","High school graduate","Never married","Disabled","Tablet",1,1,1
"10787",1036130019,0.679314600066043,64,"Male","White","High school graduate","Divorced","Retired","Computer",0,1,0
"10788",1036177191,0.434156006052651,33,"Female","Black","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"10789",1036128765,0.836455240321064,59,"Male","White","High school graduate","Never married","Employed","Computer",1,0,0
"10790",1036056547,0.446510911129421,58,"Male","White","High school graduate","Divorced","Disabled","Smartphone",0,1,1
"10791",1036272021,0.968864278210623,63,"Female","Other","High school graduate","Married","Employed","Smartphone",1,0,0
"10792",1032489495,1.11626924706622,26,"Female","White","High school graduate","Never married","Other","Smartphone",0,1,1
"10793",1036259097,10.8041102868324,22,"Male","Hispanic/Latino","Less than high school","Never married","Unemployed","Smartphone",0,0,0
"10794",1036260763,0.13564835164857,34,"Female","Hispanic/Latino","High school graduate","Married","Employed","Computer",0,0,0
"10795",1036312737,0.48900736970721,19,"Male","Asian","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"10796",1036302501,0.746364543138501,41,"Male","Black","High school graduate","Never married","Employed","Smartphone",1,0,0
"10797",1036223145,1.70502107771376,36,"Male","Hispanic/Latino","High school graduate","Never married","Employed","Computer",1,0,0
"10798",1036276523,1.25620226633424,26,"Female","White","High school graduate","Married","Other","Smartphone",0,0,1
"10799",1036170159,1.17359929263984,39,"Male","Hispanic/Latino","Some college or 2-year degree","Never married","Disabled","Smartphone",0,1,1
"10800",1036244979,0.695761890657991,25,"Female","White","Some college or 2-year degree","Never married","Unemployed","Computer",0,1,1
"10801",1036263241,0.792742457651748,52,"Male","White","High school graduate","Married","Disabled","Smartphone",0,1,1
"10802",1036070923,1.21077248470719,37,"Male","White","High school graduate","Never married","Employed","Smartphone",0,1,1
"10803",1036243397,0.609570292655666,62,"Male","White","High school graduate","Married","Retired","Computer",1,0,0
"10804",1036276423,0.388427033498665,57,"Male","Black","High school graduate","Divorced","Retired","Computer",0,1,1
"10805",1036153187,0.594088172266807,61,"Male","White","High school graduate","Married","Other","Computer",0,0,1
"10806",1036229331,0.209883462051186,56,"Male","White","High school graduate","Never married","Retired","Computer",0,1,0
"10807",1036247253,0.948415517993308,42,"Male","Hispanic/Latino","Some college or 2-year degree","Married","Other","Smartphone",0,0,1
"10808",1036277083,0.709051266671223,52,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10809",1036274011,0.64470293080708,22,"Female","White","Some college or 2-year degree","Never married","Other","Smartphone",0,0,1
"10810",1036299615,2.29322977571013,61,"Male","Black","Less than high school","Never married","Other","Smartphone",1,1,1
"10811",1035216481,0.673168616780801,34,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10812",1035609059,1.66689502389358,21,"Female","White","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"10813",1036245223,0.991445660371156,60,"Female","Hispanic/Latino","High school graduate","Widowed","Disabled","Computer",0,1,1
"10814",1036243697,1.49819386969245,57,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"10815",1036153203,0.807463689858491,60,"Male","White","High school graduate","Never married","Other","Computer",0,0,1
"10816",1036265367,1.22761456551564,65,"Female","Hispanic/Latino","High school graduate","Married","Disabled","Computer",0,1,1
"10817",1036241269,0.595102232694559,20,"Female","White","Some college or 2-year degree","Never married","Other","Smartphone",0,0,1
"10819",1035966979,1.04215723208701,55,"Female","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"10820",1036019733,0.832914279520849,57,"Female","White","High school graduate","Never married","Employed","Computer",0,0,1
"10821",1036315671,1.90148159482856,60,"Male","White","Some college or 2-year degree","Married","Disabled","Computer",0,1,1
"10822",1036327453,0.664442890684009,50,"Male","White","College graduate or higher","Married","Employed","Computer",1,0,0
"10823",1036313861,1.63942963788862,28,"Female","White","Some college or 2-year degree","Never married","Other","Computer",1,1,1
"10824",1036056613,0.933654685639071,60,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,1
"10825",1036267959,0.604495864893497,60,"Female","White","Some college or 2-year degree","Married","Other","Smartphone",1,0,0
"10826",1036325929,0.867214798199801,59,"Female","White","College graduate or higher","Married","Employed","Computer",0,0,0
"10827",1036315195,0.73511649119816,42,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",1,1,1
"10828",1036267583,0.791870330231536,49,"Male","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"10829",1036325963,1.13207945410176,57,"Female","White","Some college or 2-year degree","Married","Employed","Smartphone",0,0,1
"10830",1036267603,1.43265273537166,44,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"10831",1036267605,0.585183375355849,64,"Female","White","Some college or 2-year degree","Never married","Disabled","Smartphone",0,1,1
"10832",1036316249,1.04771139455025,59,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,0
"10833",1036282975,0.809551348454075,61,"Male","White","Some college or 2-year degree","Married","Retired","Smartphone",0,0,0
"10834",1036326497,0.607425611732248,51,"Female","White","College graduate or higher","Married","Employed","Computer",0,0,1
"10835",1036315239,0.494673461400771,60,"Female","Black","Some college or 2-year degree","Separated","Employed","Computer",0,1,1
"10836",1036324147,0.519185904236131,82,"Male","White","High school graduate","Married","Retired","Smartphone",1,1,1
"10837",1036267111,1.49906849250155,37,"Female","White","College graduate or higher","Married","Employed","Computer",1,0,0
"10838",1036315245,1.03626066360902,57,"Male","White","High school graduate","Divorced","Disabled","Computer",0,1,0
"10839",1036316271,0.900200116351962,38,"Male","White","High school graduate","Never married","Employed","Computer",1,0,1
"10840",1036325491,1.06503568440736,58,"Male","White","High school graduate","Married","Employed","Smartphone",0,0,0
"10841",1036313719,0.879018136980945,38,"Female","Black","Some college or 2-year degree","Divorced","Employed","Smartphone",0,1,1
"10842",1036324987,0.825271128799546,64,"Male","White","College graduate or higher","Married","Retired","Computer",1,0,1
"10843",1036296727,0.993940566859447,43,"Male","White","Some college or 2-year degree","Married","Other","Computer",0,0,1
"10844",1036324779,0.87451071452558,33,"Female","White","Some college or 2-year degree","Never married","Employed","Tablet",1,0,1
"10845",1036074643,0.682081156436475,50,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"10846",1036315809,1.4425533939676,57,"Female","White","College graduate or higher","Married","Employed","Tablet",0,0,1
"10847",1036324721,0.6443790095612,62,"Male","White","High school graduate","Married","Employed","Computer",0,0,1
"10848",1036267193,3.21529557766658,34,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,0
"10849",1036296895,0.630962023084062,51,"Male","White","High school graduate","Married","Employed","Smartphone",0,0,1
"10850",1036322507,1.00522782187539,58,"Male","White","Some college or 2-year degree","Married","Retired","Computer",1,1,1
"10851",1036315335,3.82642086201334,47,"Male","White","College graduate or higher","Separated","Employed","Computer",0,0,1
"10852",1036314827,1.37352227172272,62,"Male","White","College graduate or higher","Married","Retired","Smartphone",0,0,1
"10853",1036321997,0.981521229566656,34,"Male","Hispanic/Latino","College graduate or higher","Married","Employed","Smartphone",1,0,1
"10854",1036316879,0.365380732243898,58,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,0
"10855",1036325589,0.512722153933569,62,"Female","White","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"10856",1036316379,0.722224569416164,47,"Male","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"10857",1036123365,2.40129490502874,44,"Male","White","High school graduate","Married","Employed","Tablet",0,0,1
"10858",1036315881,0.816966680863974,62,"Female","White","Some college or 2-year degree","Never married","Retired","Computer",0,0,1
"10859",1036282611,1.20956927288812,62,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,1
"10860",1036316917,0.859065802878347,51,"Male","White","College graduate or higher","Widowed","Employed","Smartphone",0,0,1
"10861",1036315393,0.9045870875977,60,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
