ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
MI-125,Oakland County,Michigan,2,59,-0.33,2.33,,
MI-127,Oceana County,Michigan,2.22,42,-0.65,2.87,,
MI-129,Ogemaw County,Michigan,1.88,42,-0.46,2.34,,
MI-131,Ontonagon County,Michigan,1.96,47,-0.51,2.47,,
MI-133,Osceola County,Michigan,1.8,30,-0.82,2.62,,
MI-135,Oscoda County,Michigan,1.55,30,-0.71,2.26,,
MI-137,Otsego County,Michigan,1.39,16,-1.23,2.62,,
MI-139,Ottawa County,Michigan,2.8,67,-0.11,2.91,,
MI-141,Presque Isle County,Michigan,1.45,28,-0.93,2.38,,
MI-143,Roscommon County,Michigan,1.76,33,-0.67,2.43,,
MI-145,Saginaw County,Michigan,2.37,68,0.06,2.31,,
MI-147,St. Clair County,Michigan,1.74,38,-0.63,2.37,,
MI-149,St. Joseph County,Michigan,2.55,70,-0.04,2.59,,
MI-151,Sanilac County,Michigan,2.01,51,-0.33,2.34,,
MI-153,Schoolcraft County,Michigan,2.18,38,-0.7,2.88,,
MI-155,Shiawassee County,Michigan,2.79,87,0.45,2.34,,
MI-157,Tuscola County,Michigan,2.21,60,-0.1,2.31,,
MI-159,Van Buren County,Michigan,2.41,48,-0.59,3,,
MI-161,Washtenaw County,Michigan,1.9,48,-0.35,2.25,,
MI-163,Wayne County,Michigan,2.08,58,-0.18,2.26,,
MI-165,Wexford County,Michigan,1.69,28,-1.16,2.85,,
MN-001,Aitkin County,Minnesota,2.31,104,0.87,1.44,,
MN-003,Anoka County,Minnesota,1.67,82,0.09,1.58,,
MN-005,Becker County,Minnesota,1.71,113,0.72,0.99,,
MN-007,Beltrami County,Minnesota,0.96,70,-0.13,1.09,,
MN-009,Benton County,Minnesota,1.98,101,0.64,1.34,,
MN-011,Big Stone County,Minnesota,1.78,111,0.84,0.94,,
MN-013,Blue Earth County,Minnesota,1.49,82,0.05,1.44,,
MN-015,Brown County,Minnesota,1.63,90,0.22,1.41,,
MN-017,Carlton County,Minnesota,2.45,106,0.85,1.6,,
MN-019,Carver County,Minnesota,1.48,80,-0.01,1.49,,
MN-021,Cass County,Minnesota,1.95,108,0.73,1.22,,
MN-023,Chippewa County,Minnesota,2.06,108,0.92,1.14,,
MN-025,Chisago County,Minnesota,1.92,91,0.32,1.6,,
MN-027,Clay County,Minnesota,1.52,114,0.66,0.86,,
MN-029,Clearwater County,Minnesota,1.2,89,0.16,1.04,,
MN-031,Cook County,Minnesota,4.28,127,2.26,2.02,,
MN-033,Cottonwood County,Minnesota,1.64,96,0.34,1.3,,
MN-035,Crow Wing County,Minnesota,2.5,118,1.28,1.22,,
MN-037,Dakota County,Minnesota,1.43,72,-0.15,1.58,,
MN-039,Dodge County,Minnesota,1.38,70,-0.2,1.58,,
MN-041,Douglas County,Minnesota,1.26,90,0.15,1.11,,
MN-043,Faribault County,Minnesota,1.24,70,-0.25,1.49,,
MN-045,Fillmore County,Minnesota,1.48,63,-0.33,1.81,,
MN-047,Freeborn County,Minnesota,1.17,59,-0.45,1.62,,
MN-049,Goodhue County,Minnesota,1.21,60,-0.36,1.57,,
MN-051,Grant County,Minnesota,1.38,99,0.36,1.02,,
MN-053,Hennepin County,Minnesota,1.69,85,0.11,1.58,,
MN-055,Houston County,Minnesota,1.41,50,-0.49,1.9,,
MN-057,Hubbard County,Minnesota,1.67,104,0.5,1.17,,
MN-059,Isanti County,Minnesota,2.17,97,0.62,1.55,,
MN-061,Itasca County,Minnesota,2.14,111,0.85,1.29,,
MN-063,Jackson County,Minnesota,1.48,88,0.2,1.28,,
MN-065,Kanabec County,Minnesota,2.54,109,0.98,1.56,,
MN-067,Kandiyohi County,Minnesota,1.34,89,0.15,1.19,,
MN-069,Kittson County,Minnesota,1.07,96,0.17,0.9,,
MN-071,Koochiching County,Minnesota,1.45,81,0.05,1.4,,
MN-073,Lac qui Parle County,Minnesota,2.07,113,0.99,1.08,,
MN-075,Lake County,Minnesota,3.11,113,1.34,1.77,,
MN-077,Lake of the Woods County,Minnesota,0.98,72,-0.21,1.19,,
MN-079,Le Sueur County,Minnesota,1.53,85,0.07,1.46,,
MN-081,Lincoln County,Minnesota,1.53,98,0.41,1.12,,
MN-083,Lyon County,Minnesota,1.62,98,0.41,1.21,,
MN-085,McLeod County,Minnesota,0.87,58,-0.53,1.4,,
MN-087,Mahnomen County,Minnesota,1.43,107,0.46,0.97,,
MN-089,Marshall County,Minnesota,0.99,88,0.07,0.92,,
MN-091,Martin County,Minnesota,1.4,79,-0.03,1.43,,
MN-093,Meeker County,Minnesota,0.85,57,-0.45,1.3,,
MN-095,Mille Lacs County,Minnesota,2.19,99,0.72,1.47,,
MN-097,Morrison County,Minnesota,2.1,108,0.87,1.23,,
MN-099,Mower County,Minnesota,1.47,66,-0.28,1.75,,
MN-101,Murray County,Minnesota,1.58,95,0.36,1.22,,
MN-103,Nicollet County,Minnesota,1.15,66,-0.31,1.46,,
MN-105,Nobles County,Minnesota,1.54,95,0.31,1.23,,
MN-107,Norman County,Minnesota,1.24,106,0.36,0.88,,
MN-109,Olmsted County,Minnesota,1.32,58,-0.36,1.68,,
MN-111,Otter Tail County,Minnesota,2.16,123,1.17,0.99,,
MN-113,Pennington County,Minnesota,0.95,79,0.02,0.93,,
MN-115,Pine County,Minnesota,2.08,93,0.42,1.66,,
MN-117,Pipestone County,Minnesota,1.41,93,0.32,1.09,,
MN-119,Polk County,Minnesota,1.08,97,0.2,0.88,,
MN-121,Pope County,Minnesota,1.51,103,0.39,1.12,,
MN-123,Ramsey County,Minnesota,2.03,96,0.44,1.59,,
MN-125,Red Lake County,Minnesota,1,92,0.1,0.9,,
MN-127,Redwood County,Minnesota,1.56,95,0.27,1.29,,
MN-129,Renville County,Minnesota,1.14,78,-0.13,1.27,,
MN-131,Rice County,Minnesota,1.87,96,0.4,1.47,,
MN-133,Rock County,Minnesota,1.43,88,0.28,1.15,,
MN-135,Roseau County,Minnesota,0.9,76,-0.13,1.03,,
MN-137,St. Louis County,Minnesota,2.23,102,0.73,1.5,,
MN-139,Scott County,Minnesota,1.71,91,0.22,1.49,,
MN-141,Sherburne County,Minnesota,1.54,82,0.1,1.44,,
MN-143,Sibley County,Minnesota,0.95,59,-0.47,1.42,,
MN-145,Stearns County,Minnesota,1.68,99,0.47,1.21,,
MN-147,Steele County,Minnesota,1.66,87,0.15,1.51,,
MN-149,Stevens County,Minnesota,1.56,104,0.54,1.02,,
MN-151,Swift County,Minnesota,1.99,111,0.89,1.1,,
MN-153,Todd County,Minnesota,2.04,113,0.91,1.13,,
MN-155,Traverse County,Minnesota,1.7,114,0.79,0.91,,
MN-157,Wabasha County,Minnesota,1.17,53,-0.51,1.68,,
MN-159,Wadena County,Minnesota,2.5,123,1.34,1.16,,
MN-161,Waseca County,Minnesota,1.32,76,-0.14,1.46,,
MN-163,Washington County,Minnesota,1.77,88,0.16,1.61,,
MN-165,Watonwan County,Minnesota,1.97,99,0.55,1.42,,
MN-167,Wilkin County,Minnesota,1.49,107,0.57,0.92,,
MN-169,Winona County,Minnesota,1.37,52,-0.44,1.81,,
MN-171,Wright County,Minnesota,1.17,67,-0.27,1.44,,
MN-173,Yellow Medicine County,Minnesota,1.82,104,0.67,1.15,,
MS-001,Adams County,Mississippi,3.31,51,-1.05,4.36,,
MS-003,Alcorn County,Mississippi,2.85,44,-1.63,4.48,,
MS-005,Amite County,Mississippi,3.85,67,-0.59,4.44,,
MS-007,Attala County,Mississippi,3.5,65,-0.7,4.2,,
MS-009,Benton County,Mississippi,3.37,48,-1.23,4.6,,
MS-011,Bolivar County,Mississippi,4.09,71,-0.49,4.58,,
MS-013,Calhoun County,Mississippi,4.46,79,0.01,4.45,,
MS-015,Carroll County,Mississippi,4.16,75,-0.32,4.48,,
MS-017,Chickasaw County,Mississippi,4.12,70,-0.19,4.31,,
MS-019,Choctaw County,Mississippi,3.95,74,-0.24,4.19,,
MS-021,Claiborne County,Mississippi,4.2,76,0.01,4.19,,
MS-023,Clarke County,Mississippi,2.19,32,-1.8,3.99,,
MS-025,Clay County,Mississippi,3.62,68,-0.5,4.12,,
MS-027,Coahoma County,Mississippi,3.47,54,-1.13,4.6,,
MS-029,Copiah County,Mississippi,3.14,58,-1.06,4.2,,
MS-031,Covington County,Mississippi,2.7,49,-1.26,3.96,,
MS-033,DeSoto County,Mississippi,3.09,49,-1.43,4.52,,
MS-035,Forrest County,Mississippi,1.85,26,-2.24,4.09,,
MS-037,Franklin County,Mississippi,3.51,55,-0.91,4.42,,
MS-039,George County,Mississippi,1.92,28,-2.11,4.03,,
MS-041,Greene County,Mississippi,2.18,32,-1.91,4.09,,
MS-043,Grenada County,Mississippi,4.57,85,0.07,4.5,,
MS-045,Hancock County,Mississippi,1.99,34,-2.02,4.01,,
MS-047,Harrison County,Mississippi,2.65,54,-1.24,3.89,,
MS-049,Hinds County,Mississippi,3.61,69,-0.48,4.09,,
MS-051,Holmes County,Mississippi,4,73,-0.39,4.39,,
MS-053,Humphreys County,Mississippi,4.12,70,-0.43,4.55,,
MS-055,Issaquena County,Mississippi,3.16,47,-1.3,4.46,,
MS-057,Itawamba County,Mississippi,3.99,67,-0.32,4.31,,
MS-059,Jackson County,Mississippi,1.99,35,-1.84,3.83,,
MS-061,Jasper County,Mississippi,2.67,46,-1.42,4.09,,
MS-063,Jefferson County,Mississippi,3.79,64,-0.44,4.23,,
MS-065,Jefferson Davis County,Mississippi,2.89,48,-1.22,4.11,,
MS-067,Jones County,Mississippi,1.72,23,-2.3,4.02,,
MS-069,Kemper County,Mississippi,2.63,48,-1.37,4,,
MS-071,Lafayette County,Mississippi,4.46,77,-0.16,4.62,,
MS-073,Lamar County,Mississippi,1.82,26,-2.33,4.15,,
MS-075,Lauderdale County,Mississippi,2.6,45,-1.33,3.93,,
MS-077,Lawrence County,Mississippi,3.43,59,-0.78,4.21,,
MS-079,Leake County,Mississippi,3,56,-1.12,4.12,,
MS-081,Lee County,Mississippi,3.96,66,-0.4,4.36,,
MS-083,Leflore County,Mississippi,3.9,69,-0.67,4.57,,
MS-085,Lincoln County,Mississippi,3.62,59,-0.75,4.37,,
MS-087,Lowndes County,Mississippi,3.14,48,-1.02,4.16,,
MS-089,Madison County,Mississippi,3.52,68,-0.6,4.12,,
MS-091,Marion County,Mississippi,2.18,33,-2.01,4.19,,
MS-093,Marshall County,Mississippi,3.19,44,-1.41,4.6,,
MS-095,Monroe County,Mississippi,3.94,72,-0.34,4.28,,
MS-097,Montgomery County,Mississippi,4.15,78,-0.21,4.36,,
MS-099,Neshoba County,Mississippi,3.12,60,-0.96,4.08,,
MS-101,Newton County,Mississippi,3.34,61,-0.74,4.08,,
MS-103,Noxubee County,Mississippi,2.73,45,-1.22,3.95,,
MS-105,Oktibbeha County,Mississippi,3.53,61,-0.52,4.05,,
MS-107,Panola County,Mississippi,3.83,59,-0.84,4.67,,
MS-109,Pearl River County,Mississippi,2.64,47,-1.48,4.12,,
MS-111,Perry County,Mississippi,2.22,32,-1.89,4.11,,
MS-113,Pike County,Mississippi,2.99,56,-1.33,4.32,,
MS-115,Pontotoc County,Mississippi,4.27,73,-0.19,4.46,,
MS-117,Prentiss County,Mississippi,3.41,54,-1.1,4.51,,
MS-119,Quitman County,Mississippi,3.49,52,-1.15,4.64,,
MS-121,Rankin County,Mississippi,3.17,57,-0.93,4.1,,
MS-123,Scott County,Mississippi,3.14,58,-1,4.14,,
MS-125,Sharkey County,Mississippi,3.34,52,-1.15,4.49,,
MS-127,Simpson County,Mississippi,2.65,43,-1.45,4.1,,
MS-129,Smith County,Mississippi,2.88,49,-1.13,4.01,,
MS-131,Stone County,Mississippi,2.04,28,-2.03,4.07,,
MS-133,Sunflower County,Mississippi,4.25,75,-0.33,4.58,,
MS-135,Tallahatchie County,Mississippi,4.02,69,-0.6,4.62,,
MS-137,Tate County,Mississippi,3.34,49,-1.28,4.62,,
MS-139,Tippah County,Mississippi,3.26,48,-1.31,4.57,,
MS-141,Tishomingo County,Mississippi,3.21,50,-1.29,4.5,,
MS-143,Tunica County,Mississippi,3.36,54,-1.13,4.49,,
MS-145,Union County,Mississippi,3.86,65,-0.72,4.58,,
MS-147,Walthall County,Mississippi,2.51,41,-1.72,4.23,,
MS-149,Warren County,Mississippi,3.71,65,-0.56,4.27,,
MS-151,Washington County,Mississippi,4.42,84,-0.14,4.56,,
MS-153,Wayne County,Mississippi,1.62,22,-2.43,4.05,,
MS-155,Webster County,Mississippi,3.9,72,-0.27,4.17,,
MS-157,Wilkinson County,Mississippi,3.47,54,-1.08,4.55,,
MS-159,Winston County,Mississippi,3.67,68,-0.43,4.1,,
MS-161,Yalobusha County,Mississippi,5.08,90,0.45,4.63,,
MS-163,Yazoo County,Mississippi,3.9,70,-0.39,4.29,,
MO-001,Adair County,Missouri,1.25,38,-1.01,2.26,,
MO-003,Andrew County,Missouri,0.87,34,-1.11,1.98,,
MO-005,Atchison County,Missouri,1,48,-0.74,1.74,,
MO-007,Audrain County,Missouri,1.19,29,-1.4,2.59,,
MO-009,Barry County,Missouri,0.61,7,-2.9,3.51,,
MO-011,Barton County,Missouri,0.93,21,-1.9,2.83,,
MO-013,Bates County,Missouri,1.33,39,-1.17,2.5,,
MO-015,Benton County,Missouri,1.31,33,-1.44,2.75,,
MO-017,Bollinger County,Missouri,3.15,61,-0.63,3.78,,
MO-019,Boone County,Missouri,1.56,41,-1.02,2.58,,
MO-021,Buchanan County,Missouri,0.72,31,-1.29,2.01,,
MO-023,Butler County,Missouri,4.02,71,-0.11,4.13,,
MO-025,Caldwell County,Missouri,0.95,30,-1.22,2.17,,
MO-027,Callaway County,Missouri,1.77,43,-0.91,2.68,,
MO-029,Camden County,Missouri,0.97,20,-2.01,2.98,,
MO-031,Cape Girardeau County,Missouri,2.81,55,-0.91,3.72,,
MO-033,Carroll County,Missouri,0.56,20,-1.76,2.32,,
MO-035,Carter County,Missouri,3.04,57,-0.82,3.86,,
MO-037,Cass County,Missouri,1.32,39,-1.06,2.38,,
MO-039,Cedar County,Missouri,2.2,60,-0.56,2.76,,
MO-041,Chariton County,Missouri,0.54,17,-1.89,2.43,,
MO-043,Christian County,Missouri,1.29,27,-2.12,3.41,,
MO-045,Clark County,Missouri,1.66,54,-0.58,2.24,,
MO-047,Clay County,Missouri,0.61,25,-1.46,2.07,,
MO-049,Clinton County,Missouri,0.81,29,-1.3,2.11,,
MO-051,Cole County,Missouri,1.15,24,-1.6,2.75,,
MO-053,Cooper County,Missouri,1.37,38,-1.17,2.54,,
MO-055,Crawford County,Missouri,1.01,16,-2.16,3.17,,
MO-057,Dade County,Missouri,1.2,26,-1.77,2.97,,
MO-059,Dallas County,Missouri,1.1,22,-1.86,2.96,,
MO-061,Daviess County,Missouri,1.08,35,-1.04,2.12,,
MO-063,DeKalb County,Missouri,0.92,34,-1.16,2.08,,
MO-065,Dent County,Missouri,1.12,17,-2.22,3.34,,
MO-067,Douglas County,Missouri,1.28,21,-2.23,3.51,,
MO-069,Dunklin County,Missouri,3.39,58,-0.78,4.17,,
MO-071,Franklin County,Missouri,1.46,29,-1.53,2.99,,
MO-073,Gasconade County,Missouri,1.61,32,-1.3,2.91,,
MO-075,Gentry County,Missouri,0.81,32,-1.14,1.95,,
MO-077,Greene County,Missouri,1.44,32,-1.71,3.15,,
MO-079,Grundy County,Missouri,0.96,30,-1.14,2.1,,
MO-081,Harrison County,Missouri,0.94,34,-1.05,1.99,,
MO-083,Henry County,Missouri,1.64,52,-0.92,2.56,,
MO-085,Hickory County,Missouri,1.32,32,-1.51,2.83,,
MO-087,Holt County,Missouri,1.06,43,-0.88,1.94,,
MO-089,Howard County,Missouri,1.22,33,-1.32,2.54,,
MO-091,Howell County,Missouri,2.09,33,-1.75,3.84,,
MO-093,Iron County,Missouri,2.22,35,-1.37,3.59,,
MO-095,Jackson County,Missouri,0.73,27,-1.47,2.2,,
MO-097,Jasper County,Missouri,0.73,17,-2.32,3.05,,
MO-099,Jefferson County,Missouri,1.65,32,-1.55,3.2,,
MO-101,Johnson County,Missouri,1.42,44,-1.06,2.48,,
MO-103,Knox County,Missouri,1.26,37,-1.07,2.33,,
MO-105,Laclede County,Missouri,1.08,21,-2.03,3.11,,
MO-107,Lafayette County,Missouri,0.89,29,-1.46,2.35,,
MO-109,Lawrence County,Missouri,0.76,14,-2.48,3.24,,
MO-111,Lewis County,Missouri,1.18,35,-1.17,2.35,,
MO-113,Lincoln County,Missouri,2.18,51,-0.62,2.8,,
MO-115,Linn County,Missouri,0.86,26,-1.39,2.25,,
MO-117,Livingston County,Missouri,0.87,26,-1.29,2.16,,
MO-119,McDonald County,Missouri,0.72,14,-2.68,3.4,,
MO-121,Macon County,Missouri,0.85,28,-1.5,2.35,,
MO-123,Madison County,Missouri,2.84,54,-0.86,3.7,,
MO-125,Maries County,Missouri,0.84,12,-2.13,2.97,,
MO-127,Marion County,Missouri,1.35,40,-1.06,2.41,,
MO-129,Mercer County,Missouri,0.92,27,-1.12,2.04,,
MO-131,Miller County,Missouri,0.82,17,-2.19,3.01,,
MO-133,Mississippi County,Missouri,2.51,48,-1.49,4,,
MO-135,Moniteau County,Missouri,1.27,33,-1.43,2.7,,
MO-137,Monroe County,Missouri,0.93,25,-1.56,2.49,,
MO-139,Montgomery County,Missouri,2.14,54,-0.63,2.77,,
MO-141,Morgan County,Missouri,1.14,24,-1.65,2.79,,
MO-143,New Madrid County,Missouri,2.58,44,-1.53,4.11,,
MO-145,Newton County,Missouri,0.65,14,-2.64,3.29,,
MO-147,Nodaway County,Missouri,0.87,35,-0.98,1.85,,
MO-149,Oregon County,Missouri,2.72,51,-1.28,4,,
MO-151,Osage County,Missouri,1.42,29,-1.38,2.8,,
MO-153,Ozark County,Missouri,1.86,35,-1.67,3.53,,
MO-155,Pemiscot County,Missouri,3,55,-1.12,4.12,,
MO-157,Perry County,Missouri,2.65,55,-0.9,3.55,,
MO-159,Pettis County,Missouri,1.11,35,-1.45,2.56,,
MO-161,Phelps County,Missouri,0.83,11,-2.25,3.08,,
MO-163,Pike County,Missouri,1.54,32,-1.21,2.75,,
MO-165,Platte County,Missouri,0.58,25,-1.37,1.95,,
MO-167,Polk County,Missouri,1.45,33,-1.46,2.91,,
MO-169,Pulaski County,Missouri,0.88,14,-2.22,3.1,,
MO-171,Putnam County,Missouri,0.9,28,-1.24,2.14,,
MO-173,Ralls County,Missouri,1.27,33,-1.25,2.52,,
MO-175,Randolph County,Missouri,0.72,20,-1.79,2.51,,
MO-177,Ray County,Missouri,0.61,23,-1.59,2.2,,
MO-179,Reynolds County,Missouri,2.2,35,-1.5,3.7,,
MO-181,Ripley County,Missouri,3.34,60,-0.73,4.07,,
MO-183,St. Charles County,Missouri,2.27,49,-0.62,2.89,,
MO-185,St. Clair County,Missouri,2.02,59,-0.66,2.68,,
MO-186,Ste. Genevieve County,Missouri,2.12,38,-1.23,3.35,,
MO-187,St. Francois County,Missouri,2.22,37,-1.2,3.42,,
MO-189,St. Louis County,Missouri,2.36,53,-0.62,2.98,,
MO-195,Saline County,Missouri,1.02,33,-1.46,2.48,,
MO-197,Schuyler County,Missouri,1.11,36,-1.1,2.21,,
MO-199,Scotland County,Missouri,1.41,45,-0.88,2.29,,
MO-201,Scott County,Missouri,2.78,55,-1.1,3.88,,
MO-203,Shannon County,Missouri,2.01,34,-1.72,3.73,,
MO-205,Shelby County,Missouri,0.95,27,-1.43,2.38,,
MO-207,Stoddard County,Missouri,3.22,58,-0.8,4.02,,
MO-209,Stone County,Missouri,1.08,19,-2.4,3.48,,
MO-211,Sullivan County,Missouri,1.15,36,-1.05,2.2,,
MO-213,Taney County,Missouri,1.31,22,-2.2,3.51,,
MO-215,Texas County,Missouri,1.23,19,-2.19,3.42,,
MO-217,Vernon County,Missouri,1.45,39,-1.19,2.64,,
MO-219,Warren County,Missouri,2.5,61,-0.42,2.92,,
MO-221,Washington County,Missouri,1.61,26,-1.62,3.23,,
MO-223,Wayne County,Missouri,3.48,64,-0.42,3.9,,
MO-225,Webster County,Missouri,1.19,22,-2.04,3.23,,
MO-227,Worth County,Missouri,0.95,37,-0.96,1.91,,
MO-229,Wright County,Missouri,1.08,19,-2.23,3.31,,
MO-510,St. Louis City,Missouri,2.73,64,-0.25,2.98,,
MT-001,Beaverhead County,Montana,0.75,18,-0.93,1.68,,
MT-003,Big Horn County,Montana,0.63,53,-0.19,0.82,,
MT-005,Blaine County,Montana,0.36,52,-0.13,0.49,,
MT-007,Broadwater County,Montana,0.37,16,-0.63,1,,
MT-009,Carbon County,Montana,0.85,56,-0.21,1.06,,
MT-011,Carter County,Montana,0.3,50,-0.2,0.5,,
MT-013,Cascade County,Montana,0.18,11,-0.63,0.81,,
MT-015,Chouteau County,Montana,0.14,12,-0.43,0.57,,
MT-017,Custer County,Montana,0.15,18,-0.35,0.5,,
MT-019,Daniels County,Montana,0.17,24,-0.27,0.44,,
MT-021,Dawson County,Montana,0.17,35,-0.23,0.4,,
MT-023,Deer Lodge County,Montana,0.78,21,-1.13,1.91,,
MT-025,Fallon County,Montana,0.15,22,-0.32,0.47,,
MT-027,Fergus County,Montana,0.13,9,-0.52,0.65,,
MT-029,Flathead County,Montana,2.62,30,-1.6,4.22,,
MT-031,Gallatin County,Montana,1.13,25,-0.74,1.87,,
MT-033,Garfield County,Montana,0.02,6,-0.4,0.42,,
MT-035,Glacier County,Montana,1.43,46,-0.63,2.06,,
MT-037,Golden Valley County,Montana,0.18,17,-0.41,0.59,,
MT-039,Granite County,Montana,0.8,16,-1.43,2.23,,
MT-041,Hill County,Montana,0.2,34,-0.22,0.42,,
MT-043,Jefferson County,Montana,0.45,18,-0.74,1.19,,
MT-045,Judith Basin County,Montana,0.23,10,-0.75,0.98,,
MT-047,Lake County,Montana,1.32,23,-1.18,2.5,,
MT-049,Lewis and Clark County,Montana,0.5,11,-1.4,1.9,,
MT-051,Liberty County,Montana,0.35,55,-0.06,0.41,,
MT-053,Lincoln County,Montana,3.27,51,-0.95,4.22,,
MT-055,McCone County,Montana,0.1,24,-0.27,0.37,,
MT-057,Madison County,Montana,0.94,23,-0.81,1.75,,
MT-059,Meagher County,Montana,0.51,19,-0.91,1.42,,
MT-061,Mineral County,Montana,2.44,22,-2.32,4.76,,
MT-063,Missoula County,Montana,1.39,16,-1.84,3.23,,
MT-065,Musselshell County,Montana,0.11,14,-0.4,0.51,,
MT-067,Park County,Montana,1.28,36,-0.8,2.08,,
MT-069,Petroleum County,Montana,0.05,11,-0.38,0.43,,
MT-071,Phillips County,Montana,0.1,22,-0.28,0.38,,
MT-073,Pondera County,Montana,0.4,30,-0.46,0.86,,
MT-075,Powder River County,Montana,0.39,47,-0.24,0.63,,
MT-077,Powell County,Montana,0.92,12,-1.7,2.62,,
MT-079,Prairie County,Montana,0.08,19,-0.3,0.38,,
MT-081,Ravalli County,Montana,1.21,15,-2.06,3.27,,
MT-083,Richland County,Montana,0.24,49,-0.18,0.42,,
MT-085,Roosevelt County,Montana,0.15,28,-0.26,0.41,,
MT-087,Rosebud County,Montana,0.12,10,-0.44,0.56,,
MT-089,Sanders County,Montana,2.46,28,-1.58,4.04,,
MT-091,Sheridan County,Montana,0.38,63,-0.08,0.46,,
MT-093,Silver Bow County,Montana,0.71,36,-0.53,1.24,,
MT-095,Stillwater County,Montana,0.68,46,-0.33,1.01,,
MT-097,Sweet Grass County,Montana,0.51,21,-0.62,1.13,,
MT-099,Teton County,Montana,0.37,26,-0.73,1.1,,
MT-101,Toole County,Montana,0.44,67,0.01,0.43,,
MT-103,Treasure County,Montana,0.08,6,-0.49,0.57,,
MT-105,Valley County,Montana,0.06,12,-0.3,0.36,,
MT-107,Wheatland County,Montana,0.21,16,-0.49,0.7,,
MT-109,Wibaux County,Montana,0.18,28,-0.26,0.44,,
MT-111,Yellowstone County,Montana,0.33,29,-0.28,0.61,,
NE-001,Adams County,Nebraska,1.45,93,0.39,1.06,,
NE-003,Antelope County,Nebraska,1.45,100,0.48,0.97,,
NE-005,Arthur County,Nebraska,0.35,62,-0.21,0.56,,
NE-007,Banner County,Nebraska,0.43,57,-0.18,0.61,,
NE-009,Blaine County,Nebraska,0.83,87,0.08,0.75,,
NE-011,Boone County,Nebraska,1.54,101,0.54,1,,
NE-013,Box Butte County,Nebraska,0.23,38,-0.26,0.49,,
NE-015,Boyd County,Nebraska,1.05,87,0.21,0.84,,
NE-017,Brown County,Nebraska,0.49,62,-0.29,0.78,,
NE-019,Buffalo County,Nebraska,1.52,100,0.58,0.94,,
NE-021,Burt County,Nebraska,1.5,89,0.21,1.29,,
NE-023,Butler County,Nebraska,1.09,76,-0.14,1.23,,
NE-025,Cass County,Nebraska,0.89,54,-0.59,1.48,,
NE-027,Cedar County,Nebraska,2.02,105,0.89,1.13,,
NE-029,Chase County,Nebraska,0.31,59,-0.27,0.58,,
NE-031,Cherry County,Nebraska,0.45,67,-0.18,0.63,,
NE-033,Cheyenne County,Nebraska,0.38,56,-0.2,0.58,,
NE-035,Clay County,Nebraska,1.22,85,0.11,1.11,,
NE-037,Colfax County,Nebraska,1.21,83,0.03,1.18,,
NE-039,Cuming County,Nebraska,1.42,84,0.23,1.19,,
NE-041,Custer County,Nebraska,1.5,110,0.73,0.77,,
NE-043,Dakota County,Nebraska,1.91,101,0.73,1.18,,
NE-045,Dawes County,Nebraska,0.4,45,-0.21,0.61,,
NE-047,Dawson County,Nebraska,1.31,99,0.48,0.83,,
NE-049,Deuel County,Nebraska,0.38,70,-0.2,0.58,,
NE-051,Dixon County,Nebraska,1.69,97,0.53,1.16,,
NE-053,Dodge County,Nebraska,1.21,78,-0.09,1.3,,
NE-055,Douglas County,Nebraska,0.99,59,-0.43,1.42,,
NE-057,Dundy County,Nebraska,0.37,70,-0.21,0.58,,
NE-059,Fillmore County,Nebraska,0.81,62,-0.39,1.2,,
NE-061,Franklin County,Nebraska,1.14,88,0.15,0.99,,
NE-063,Frontier County,Nebraska,0.96,93,0.22,0.74,,
NE-065,Furnas County,Nebraska,0.76,80,-0.06,0.82,,
NE-067,Gage County,Nebraska,0.72,51,-0.7,1.42,,
NE-069,Garden County,Nebraska,0.33,56,-0.22,0.55,,
NE-071,Garfield County,Nebraska,1.3,101,0.5,0.8,,
NE-073,Gosper County,Nebraska,1.13,98,0.33,0.8,,
NE-075,Grant County,Nebraska,0.31,54,-0.26,0.57,,
NE-077,Greeley County,Nebraska,1.32,100,0.41,0.91,,
NE-079,Hall County,Nebraska,1.54,97,0.51,1.03,,
NE-081,Hamilton County,Nebraska,1.25,79,0.12,1.13,,
NE-083,Harlan County,Nebraska,1.27,92,0.41,0.86,,
NE-085,Hayes County,Nebraska,0.63,81,-0.06,0.69,,
NE-087,Hitchcock County,Nebraska,0.67,84,-0.04,0.71,,
NE-089,Holt County,Nebraska,1.29,100,0.44,0.85,,
NE-091,Hooker County,Nebraska,0.41,64,-0.21,0.62,,
NE-093,Howard County,Nebraska,1.69,104,0.76,0.93,,
NE-095,Jefferson County,Nebraska,0.74,56,-0.55,1.29,,
NE-097,Johnson County,Nebraska,0.92,56,-0.6,1.52,,
NE-099,Kearney County,Nebraska,1.48,99,0.5,0.98,,
NE-101,Keith County,Nebraska,0.39,69,-0.17,0.56,,
NE-103,Keya Paha County,Nebraska,0.71,82,-0.03,0.74,,
NE-105,Kimball County,Nebraska,0.42,63,-0.12,0.54,,
NE-107,Knox County,Nebraska,1.63,104,0.64,0.99,,
NE-109,Lancaster County,Nebraska,0.75,53,-0.63,1.38,,
NE-111,Lincoln County,Nebraska,0.68,81,0,0.68,,
NE-113,Logan County,Nebraska,0.58,84,-0.08,0.66,,
NE-115,Loup County,Nebraska,1.6,108,0.84,0.76,,
