ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
VA-155,Pulaski County,Virginia,1.59,34,-1.28,2.87,,
VA-157,Rappahannock County,Virginia,1.36,26,-1.89,3.25,,
VA-159,Richmond County,Virginia,4.13,90,1.07,3.06,,
VA-161,Roanoke County,Virginia,4.31,93,0.98,3.33,,
VA-163,Rockbridge County,Virginia,3.06,67,-0.14,3.2,,
VA-165,Rockingham County,Virginia,2.12,48,-0.94,3.06,,
VA-167,Russell County,Virginia,1.57,32,-1.06,2.63,,
VA-169,Scott County,Virginia,1.06,10,-1.79,2.85,,
VA-171,Shenandoah County,Virginia,1.49,35,-1.38,2.87,,
VA-173,Smyth County,Virginia,1.57,27,-1.39,2.96,,
VA-175,Southampton County,Virginia,6.92,125,3.97,2.95,,
VA-177,Spotsylvania County,Virginia,2.9,63,-0.32,3.22,,
VA-179,Stafford County,Virginia,2.67,57,-0.46,3.13,,
VA-181,Surry County,Virginia,4.43,100,1.47,2.96,,
VA-183,Sussex County,Virginia,4.46,99,1.56,2.9,,
VA-185,Tazewell County,Virginia,1.66,32,-1.24,2.9,,
VA-187,Warren County,Virginia,1.61,34,-1.47,3.08,,
VA-191,Washington County,Virginia,1.6,28,-1.1,2.7,,
VA-193,Westmoreland County,Virginia,3.79,85,0.73,3.06,,
VA-195,Wise County,Virginia,0.88,7,-1.86,2.74,,
VA-197,Wythe County,Virginia,1.42,27,-1.44,2.86,,
VA-199,York County,Virginia,6.86,126,3.89,2.97,,
VA-510,Alexandria City,Virginia,0.94,15,-2.16,3.1,,
VA-520,Bristol City,Virginia,1.32,20,-1.35,2.67,,
VA-530,Buena Vista City,Virginia,2.98,65,-0.33,3.31,,
VA-540,Charlottesville City,Virginia,1.94,41,-1.54,3.48,,
VA-550,Chesapeake City,Virginia,10.28,129,7.18,3.1,,
VA-570,Colonial Heights City,Virginia,4.75,106,1.72,3.03,,
VA-580,Covington City,Virginia,2.89,67,0.01,2.88,,
VA-590,Danville City,Virginia,5.04,108,2.03,3.01,,
VA-595,Emporia City,Virginia,5.83,121,3.01,2.82,,
VA-600,Fairfax City,Virginia,0.88,9,-2.29,3.17,,
VA-610,Falls Church City,Virginia,0.85,9,-2.27,3.12,,
VA-620,Franklin City,Virginia,8.15,127,5.12,3.03,,
VA-630,Fredericksburg City,Virginia,3.01,67,-0.1,3.11,,
VA-640,Galax City,Virginia,1.45,27,-1.9,3.35,,
VA-650,Hampton City,Virginia,9.51,128,6.54,2.97,,
VA-660,Harrisonburg City,Virginia,2.18,51,-0.76,2.94,,
VA-670,Hopewell City,Virginia,4.88,108,1.84,3.04,,
VA-680,Lynchburg City,Virginia,2.66,62,-0.68,3.34,,
VA-683,Manassas City,Virginia,0.9,11,-2.19,3.09,,
VA-685,Manassas Park City,Virginia,0.92,13,-2.18,3.1,,
VA-690,Martinsville City,Virginia,3.85,84,0.45,3.4,,
VA-700,Newport News City,Virginia,8.25,128,5.27,2.98,,
VA-710,Norfolk City,Virginia,10.21,128,7.18,3.03,,
VA-720,Norton City,Virginia,0.82,7,-1.87,2.69,,
VA-730,Petersburg City,Virginia,4.61,105,1.61,3,,
VA-735,Poquoson City,Virginia,8.9,128,5.95,2.95,,
VA-740,Portsmouth City,Virginia,10.34,129,7.28,3.06,,
VA-750,Radford City,Virginia,1.87,45,-1.02,2.89,,
VA-760,Richmond City,Virginia,4.48,98,1.32,3.16,,
VA-770,Roanoke City,Virginia,4.5,97,1.21,3.29,,
VA-775,Salem City,Virginia,4.24,95,1,3.24,,
VA-790,Staunton City,Virginia,2.11,53,-0.86,2.97,,
VA-800,Suffolk City,Virginia,10.16,128,7.05,3.11,,
VA-810,Virginia Beach City,Virginia,9.48,127,6.44,3.04,,
VA-820,Waynesboro City,Virginia,2.32,51,-0.92,3.24,,
VA-830,Williamsburg City,Virginia,5.5,113,2.52,2.98,,
VA-840,Winchester City,Virginia,1.56,33,-1.44,3,,
WA-001,Adams County,Washington,3.99,129,3.12,0.87,,
WA-003,Asotin County,Washington,3.39,128,2.07,1.32,,
WA-005,Benton County,Washington,2.34,127,1.69,0.65,,
WA-007,Chelan County,Washington,8.91,129,5.93,2.98,,
WA-009,Clallam County,Washington,19.39,126,10.75,8.64,,
WA-011,Clark County,Washington,15.69,129,10.21,5.49,,
WA-013,Columbia County,Washington,5.93,129,3.88,2.05,,
WA-015,Cowlitz County,Washington,18.94,129,12.43,6.51,,
WA-017,Douglas County,Washington,3.28,129,2.52,0.76,,
WA-019,Ferry County,Washington,5.96,129,4.6,1.36,,
WA-021,Franklin County,Washington,3.18,128,2.43,0.76,,
WA-023,Garfield County,Washington,4.09,129,2.59,1.5,,
WA-025,Grant County,Washington,2.6,129,2,0.6,,
WA-027,Grays Harbor County,Washington,23.07,129,14.14,8.93,,
WA-029,Island County,Washington,5.32,128,2.86,2.46,,
WA-031,Jefferson County,Washington,27.26,129,17.11,10.15,,
WA-033,King County,Washington,14.48,129,7.8,6.68,,
WA-035,Kitsap County,Washington,12.7,129,9.02,3.68,,
WA-037,Kittitas County,Washington,7.39,129,4.77,2.62,,
WA-039,Klickitat County,Washington,5.71,127,4.09,1.62,,
WA-041,Lewis County,Washington,16.27,129,10.11,6.16,,
WA-043,Lincoln County,Washington,4.31,129,3.33,0.98,,
WA-045,Mason County,Washington,27.26,129,19.21,8.05,,
WA-047,Okanogan County,Washington,5.64,129,4.02,1.62,,
WA-049,Pacific County,Washington,20.23,129,12.14,8.09,,
WA-051,Pend Oreille County,Washington,10.31,129,7.57,2.74,,
WA-053,Pierce County,Washington,13.68,129,8.27,5.41,,
WA-055,San Juan County,Washington,5.56,124,2.7,2.86,,
WA-057,Skagit County,Washington,16.47,127,8.88,7.59,,
WA-059,Skamania County,Washington,22.93,129,15.54,7.39,,
WA-061,Snohomish County,Washington,18.65,129,10.96,7.69,,
WA-063,Spokane County,Washington,6.77,129,5.25,1.52,,
WA-065,Stevens County,Washington,7.33,129,5.59,1.74,,
WA-067,Thurston County,Washington,12,129,7.56,4.44,,
WA-069,Wahkiakum County,Washington,18.45,129,11.18,7.27,,
WA-071,Walla Walla County,Washington,3.73,129,2.53,1.2,,
WA-073,Whatcom County,Washington,13.82,127,6.92,6.9,,
WA-075,Whitman County,Washington,4.83,129,3.47,1.36,,
WA-077,Yakima County,Washington,6.78,129,4.87,1.91,,
WV-001,Barbour County,West Virginia,4.87,106,1.76,3.11,,
WV-003,Berkeley County,West Virginia,1.19,19,-1.9,3.09,,
WV-005,Boone County,West Virginia,3.03,78,0.19,2.84,,
WV-007,Braxton County,West Virginia,5.14,113,2.13,3.01,,
WV-009,Brooke County,West Virginia,3.78,105,1.19,2.59,,
WV-011,Cabell County,West Virginia,2.05,53,-0.51,2.56,,
WV-013,Calhoun County,West Virginia,6.02,123,3.15,2.87,,
WV-015,Clay County,West Virginia,4.65,109,1.73,2.92,,
WV-017,Doddridge County,West Virginia,4.31,99,1.34,2.97,,
WV-019,Fayette County,West Virginia,3.91,96,0.85,3.06,,
WV-021,Gilmer County,West Virginia,5.64,120,2.71,2.93,,
WV-023,Grant County,West Virginia,2.73,69,-0.14,2.87,,
WV-025,Greenbrier County,West Virginia,3.42,83,0.39,3.03,,
WV-027,Hampshire County,West Virginia,2.09,53,-0.7,2.79,,
WV-029,Hancock County,West Virginia,4.32,113,1.74,2.58,,
WV-031,Hardy County,West Virginia,1.91,48,-0.89,2.8,,
WV-033,Harrison County,West Virginia,5.35,122,2.44,2.91,,
WV-035,Jackson County,West Virginia,2.87,73,0.12,2.75,,
WV-037,Jefferson County,West Virginia,1.04,12,-2.14,3.18,,
WV-039,Kanawha County,West Virginia,3.9,94,1.1,2.8,,
WV-041,Lewis County,West Virginia,5.43,115,2.37,3.06,,
WV-043,Lincoln County,West Virginia,2.71,77,0.07,2.64,,
WV-045,Logan County,West Virginia,2.08,43,-0.73,2.81,,
WV-047,McDowell County,West Virginia,1.74,32,-1.07,2.81,,
WV-049,Marion County,West Virginia,4.59,112,1.73,2.86,,
WV-051,Marshall County,West Virginia,4.1,102,1.24,2.86,,
WV-053,Mason County,West Virginia,2.1,55,-0.48,2.58,,
WV-055,Mercer County,West Virginia,2.09,54,-0.62,2.71,,
WV-057,Mineral County,West Virginia,2.66,68,0.01,2.65,,
WV-059,Mingo County,West Virginia,1.8,29,-0.95,2.75,,
WV-061,Monongalia County,West Virginia,5.16,120,2.31,2.85,,
WV-063,Monroe County,West Virginia,3.07,76,0.25,2.82,,
WV-065,Morgan County,West Virginia,1.67,44,-1.26,2.93,,
WV-067,Nicholas County,West Virginia,4.96,105,1.73,3.23,,
WV-069,Ohio County,West Virginia,3.64,99,0.92,2.72,,
WV-071,Pendleton County,West Virginia,2.95,67,-0.07,3.02,,
WV-073,Pleasants County,West Virginia,3.17,81,0.39,2.78,,
WV-075,Pocahontas County,West Virginia,3.49,78,0.2,3.29,,
WV-077,Preston County,West Virginia,4.99,108,1.78,3.21,,
WV-079,Putnam County,West Virginia,2.26,59,-0.39,2.65,,
WV-081,Raleigh County,West Virginia,2.73,66,-0.15,2.88,,
WV-083,Randolph County,West Virginia,4.35,84,0.75,3.6,,
WV-085,Ritchie County,West Virginia,4.55,108,1.67,2.89,,
WV-087,Roane County,West Virginia,4.97,114,2.13,2.84,,
WV-089,Summers County,West Virginia,2.93,76,0.25,2.68,,
WV-091,Taylor County,West Virginia,5.22,122,2.28,2.94,,
WV-093,Tucker County,West Virginia,4.2,87,0.77,3.43,,
WV-095,Tyler County,West Virginia,3.57,90,0.7,2.87,,
WV-097,Upshur County,West Virginia,5.23,110,1.9,3.33,,
WV-099,Wayne County,West Virginia,2.05,49,-0.54,2.59,,
WV-101,Webster County,West Virginia,5.07,100,1.53,3.54,,
WV-103,Wetzel County,West Virginia,3.81,94,0.86,2.95,,
WV-105,Wirt County,West Virginia,4.24,101,1.41,2.83,,
WV-107,Wood County,West Virginia,2.82,70,0.15,2.67,,
WV-109,Wyoming County,West Virginia,1.94,36,-0.99,2.93,,
WI-001,Adams County,Wisconsin,2.78,83,0.45,2.33,,
WI-003,Ashland County,Wisconsin,2.54,64,0.01,2.53,,
WI-005,Barron County,Wisconsin,2.69,81,0.4,2.29,,
WI-007,Bayfield County,Wisconsin,2.58,71,0.21,2.37,,
WI-009,Brown County,Wisconsin,2.74,83,0.42,2.32,,
WI-011,Buffalo County,Wisconsin,2.71,80,0.41,2.3,,
WI-013,Burnett County,Wisconsin,2.98,89,0.75,2.23,,
WI-015,Calumet County,Wisconsin,2.71,82,0.37,2.34,,
WI-017,Chippewa County,Wisconsin,2.86,87,0.48,2.38,,
WI-019,Clark County,Wisconsin,2.47,72,0.12,2.35,,
WI-021,Columbia County,Wisconsin,3.38,100,1.07,2.31,,
WI-023,Crawford County,Wisconsin,2.85,88,0.59,2.26,,
WI-025,Dane County,Wisconsin,4.05,110,1.64,2.41,,
WI-027,Dodge County,Wisconsin,3.59,99,1.22,2.37,,
WI-029,Door County,Wisconsin,3.03,83,0.53,2.5,,
WI-031,Douglas County,Wisconsin,2.18,63,-0.11,2.29,,
WI-033,Dunn County,Wisconsin,3.04,93,0.77,2.27,,
WI-035,Eau Claire County,Wisconsin,2.55,75,0.24,2.31,,
WI-037,Florence County,Wisconsin,4.61,117,2.22,2.39,,
WI-039,Fond du Lac County,Wisconsin,2.92,85,0.6,2.32,,
WI-041,Forest County,Wisconsin,3.77,108,1.34,2.43,,
WI-043,Grant County,Wisconsin,2.51,70,0.15,2.36,,
WI-045,Green County,Wisconsin,3.2,89,0.68,2.52,,
WI-047,Green Lake County,Wisconsin,3.03,92,0.76,2.27,,
WI-049,Iowa County,Wisconsin,3.13,93,0.75,2.38,,
WI-051,Iron County,Wisconsin,2.58,59,-0.1,2.68,,
WI-053,Jackson County,Wisconsin,2.92,88,0.63,2.29,,
WI-055,Jefferson County,Wisconsin,3.98,108,1.52,2.46,,
WI-057,Juneau County,Wisconsin,2.89,88,0.58,2.31,,
WI-059,Kenosha County,Wisconsin,3.99,98,1.47,2.52,,
WI-061,Kewaunee County,Wisconsin,2.6,76,0.26,2.35,,
WI-063,La Crosse County,Wisconsin,2.62,75,0.32,2.3,,
WI-065,Lafayette County,Wisconsin,3.17,84,0.59,2.58,,
WI-067,Langlade County,Wisconsin,2.53,64,0.07,2.46,,
WI-069,Lincoln County,Wisconsin,3.6,98,1.13,2.47,,
WI-071,Manitowoc County,Wisconsin,2.78,77,0.42,2.36,,
WI-073,Marathon County,Wisconsin,2.02,51,-0.39,2.41,,
WI-075,Marinette County,Wisconsin,2.91,84,0.54,2.37,,
WI-077,Marquette County,Wisconsin,2.97,90,0.67,2.3,,
WI-078,Menominee County,Wisconsin,1.98,46,-0.42,2.4,,
WI-079,Milwaukee County,Wisconsin,4.3,114,1.84,2.46,,
WI-081,Monroe County,Wisconsin,2.75,78,0.42,2.33,,
WI-083,Oconto County,Wisconsin,2.25,62,-0.11,2.36,,
WI-085,Oneida County,Wisconsin,4.66,117,2.19,2.47,,
WI-087,Outagamie County,Wisconsin,2.68,81,0.37,2.31,,
WI-089,Ozaukee County,Wisconsin,3.89,103,1.44,2.45,,
WI-091,Pepin County,Wisconsin,2.64,87,0.38,2.26,,
WI-093,Pierce County,Wisconsin,3.07,94,0.86,2.21,,
WI-095,Polk County,Wisconsin,3.02,94,0.76,2.26,,
WI-097,Portage County,Wisconsin,2.18,64,-0.19,2.37,,
WI-099,Price County,Wisconsin,2.99,82,0.48,2.51,,
WI-101,Racine County,Wisconsin,3.91,100,1.41,2.5,,
WI-103,Richland County,Wisconsin,2.91,83,0.61,2.3,,
WI-105,Rock County,Wisconsin,3.18,87,0.68,2.5,,
WI-107,Rusk County,Wisconsin,3.01,94,0.6,2.41,,
WI-109,St. Croix County,Wisconsin,2.79,85,0.57,2.22,,
WI-111,Sauk County,Wisconsin,3.16,94,0.85,2.31,,
WI-113,Sawyer County,Wisconsin,3.02,85,0.62,2.4,,
WI-115,Shawano County,Wisconsin,2.27,68,-0.1,2.37,,
WI-117,Sheboygan County,Wisconsin,2.86,84,0.45,2.41,,
WI-119,Taylor County,Wisconsin,2.23,54,-0.24,2.47,,
WI-121,Trempealeau County,Wisconsin,2.59,78,0.3,2.29,,
WI-123,Vernon County,Wisconsin,2.64,79,0.32,2.32,,
WI-125,Vilas County,Wisconsin,3.69,99,1.11,2.58,,
WI-127,Walworth County,Wisconsin,3.7,98,1.12,2.58,,
WI-129,Washburn County,Wisconsin,3.16,92,0.85,2.31,,
WI-131,Washington County,Wisconsin,4.06,106,1.6,2.46,,
WI-133,Waukesha County,Wisconsin,4.27,112,1.77,2.5,,
WI-135,Waupaca County,Wisconsin,2.24,66,-0.09,2.33,,
WI-137,Waushara County,Wisconsin,2.31,69,-0.02,2.33,,
WI-139,Winnebago County,Wisconsin,2.57,78,0.34,2.23,,
WI-141,Wood County,Wisconsin,2.37,68,0.06,2.31,,
WY-001,Albany County,Wyoming,0.32,14,-0.75,1.07,,
WY-003,Big Horn County,Wyoming,2.37,123,1.36,1.01,,
WY-005,Campbell County,Wyoming,0.52,31,-0.46,0.98,,
WY-007,Carbon County,Wyoming,0.88,39,-0.48,1.36,,
WY-009,Converse County,Wyoming,0.2,8,-0.82,1.02,,
WY-011,Crook County,Wyoming,0.74,39,-0.49,1.23,,
WY-013,Fremont County,Wyoming,1.92,107,0.75,1.17,,
WY-015,Goshen County,Wyoming,0.18,6,-0.8,0.98,,
WY-017,Hot Springs County,Wyoming,1.81,105,0.73,1.08,,
WY-019,Johnson County,Wyoming,1.4,92,0.26,1.14,,
WY-021,Laramie County,Wyoming,0.3,18,-0.7,1,,
WY-023,Lincoln County,Wyoming,4.09,129,2.61,1.48,,
WY-025,Natrona County,Wyoming,0.53,34,-0.54,1.07,,
WY-027,Niobrara County,Wyoming,0.17,8,-0.86,1.03,,
WY-029,Park County,Wyoming,4.32,128,2.81,1.51,,
WY-031,Platte County,Wyoming,0.08,3,-0.85,0.93,,
WY-033,Sheridan County,Wyoming,1.73,77,0.22,1.51,,
WY-035,Sublette County,Wyoming,3.64,127,2.32,1.32,,
WY-037,Sweetwater County,Wyoming,1.17,93,0.27,0.9,,
WY-039,Teton County,Wyoming,7.88,129,5.7,2.18,,
WY-041,Uinta County,Wyoming,1.8,107,0.58,1.22,,
WY-043,Washakie County,Wyoming,2.21,116,1.14,1.07,,
WY-045,Weston County,Wyoming,0.41,21,-0.58,0.99,,
