ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
MI-153,Schoolcraft County,Michigan,4.41,103,1.47,2.94,,
MI-155,Shiawassee County,Michigan,4.12,112,1.7,2.42,,
MI-157,Tuscola County,Michigan,3.17,92,0.69,2.48,,
MI-159,Van Buren County,Michigan,3.6,82,0.54,3.06,,
MI-161,Washtenaw County,Michigan,3.47,101,1.12,2.35,,
MI-163,Wayne County,Michigan,3.18,96,0.84,2.34,,
MI-165,Wexford County,Michigan,3.21,73,0.15,3.06,,
MN-001,Aitkin County,Minnesota,1.53,51,-0.58,2.11,,
MN-003,Anoka County,Minnesota,2.94,92,0.83,2.11,,
MN-005,Becker County,Minnesota,1.56,60,-0.21,1.77,,
MN-007,Beltrami County,Minnesota,1.04,34,-0.71,1.75,,
MN-009,Benton County,Minnesota,2.38,78,0.39,1.99,,
MN-011,Big Stone County,Minnesota,3.36,112,1.73,1.63,,
MN-013,Blue Earth County,Minnesota,4.4,117,2.48,1.92,,
MN-015,Brown County,Minnesota,3.54,109,1.65,1.89,,
MN-017,Carlton County,Minnesota,1.54,48,-0.61,2.15,,
MN-019,Carver County,Minnesota,3.07,101,1.08,1.99,,
MN-021,Cass County,Minnesota,1.16,34,-0.89,2.05,,
MN-023,Chippewa County,Minnesota,2.76,97,1.05,1.71,,
MN-025,Chisago County,Minnesota,3.11,94,0.9,2.21,,
MN-027,Clay County,Minnesota,2.22,96,0.68,1.54,,
MN-029,Clearwater County,Minnesota,1.14,40,-0.6,1.74,,
MN-031,Cook County,Minnesota,1.84,44,-0.64,2.48,,
MN-033,Cottonwood County,Minnesota,3.16,107,1.39,1.77,,
MN-035,Crow Wing County,Minnesota,1.45,47,-0.57,2.02,,
MN-037,Dakota County,Minnesota,3.09,100,0.98,2.11,,
MN-039,Dodge County,Minnesota,3.31,103,1.15,2.16,,
MN-041,Douglas County,Minnesota,2.56,91,0.7,1.86,,
MN-043,Faribault County,Minnesota,4.79,120,2.81,1.98,,
MN-045,Fillmore County,Minnesota,3,94,0.79,2.21,,
MN-047,Freeborn County,Minnesota,4.38,120,2.25,2.13,,
MN-049,Goodhue County,Minnesota,3.25,99,1.07,2.18,,
MN-051,Grant County,Minnesota,3.35,115,1.65,1.7,,
MN-053,Hennepin County,Minnesota,3.16,98,1.11,2.06,,
MN-055,Houston County,Minnesota,2.51,76,0.25,2.26,,
MN-057,Hubbard County,Minnesota,1.16,39,-0.81,1.97,,
MN-059,Isanti County,Minnesota,2.56,83,0.43,2.13,,
MN-061,Itasca County,Minnesota,1.2,30,-0.85,2.05,,
MN-063,Jackson County,Minnesota,3.45,111,1.71,1.74,,
MN-065,Kanabec County,Minnesota,1.84,62,-0.31,2.15,,
MN-067,Kandiyohi County,Minnesota,2.37,86,0.55,1.82,,
MN-069,Kittson County,Minnesota,1.24,66,-0.12,1.36,,
MN-071,Koochiching County,Minnesota,1.4,37,-0.63,2.03,,
MN-073,Lac qui Parle County,Minnesota,2.84,104,1.23,1.61,,
MN-075,Lake County,Minnesota,1.91,49,-0.46,2.37,,
MN-077,Lake of the Woods County,Minnesota,1.37,50,-0.37,1.74,,
MN-079,Le Sueur County,Minnesota,3.45,108,1.47,1.98,,
MN-081,Lincoln County,Minnesota,2.68,98,1.03,1.65,,
MN-083,Lyon County,Minnesota,2.68,98,1,1.68,,
MN-085,McLeod County,Minnesota,3.08,105,1.16,1.92,,
MN-087,Mahnomen County,Minnesota,1.56,63,-0.15,1.71,,
MN-089,Marshall County,Minnesota,1.13,55,-0.28,1.41,,
MN-091,Martin County,Minnesota,4.1,116,2.27,1.83,,
MN-093,Meeker County,Minnesota,1.94,71,0.11,1.83,,
MN-095,Mille Lacs County,Minnesota,2.09,69,0,2.09,,
MN-097,Morrison County,Minnesota,1.96,73,-0.04,2,,
MN-099,Mower County,Minnesota,3.87,113,1.67,2.2,,
MN-101,Murray County,Minnesota,2.64,97,0.91,1.73,,
MN-103,Nicollet County,Minnesota,3.87,113,1.92,1.95,,
MN-105,Nobles County,Minnesota,2.68,97,0.94,1.74,,
MN-107,Norman County,Minnesota,1.75,81,0.23,1.52,,
MN-109,Olmsted County,Minnesota,3.03,97,0.84,2.19,,
MN-111,Otter Tail County,Minnesota,2.11,81,0.34,1.77,,
MN-113,Pennington County,Minnesota,1.22,57,-0.25,1.47,,
MN-115,Pine County,Minnesota,1.98,60,-0.21,2.19,,
MN-117,Pipestone County,Minnesota,2.36,94,0.66,1.7,,
MN-119,Polk County,Minnesota,1.24,57,-0.25,1.49,,
MN-121,Pope County,Minnesota,3.15,105,1.33,1.82,,
MN-123,Ramsey County,Minnesota,3.22,103,1.1,2.12,,
MN-125,Red Lake County,Minnesota,1.32,60,-0.2,1.52,,
MN-127,Redwood County,Minnesota,2.67,100,0.89,1.78,,
MN-129,Renville County,Minnesota,2.65,99,0.86,1.79,,
MN-131,Rice County,Minnesota,3.26,100,1.18,2.08,,
MN-133,Rock County,Minnesota,2.04,82,0.3,1.74,,
MN-135,Roseau County,Minnesota,1.61,72,0.1,1.51,,
MN-137,St. Louis County,Minnesota,1.49,38,-0.72,2.21,,
MN-139,Scott County,Minnesota,3.33,105,1.31,2.02,,
MN-141,Sherburne County,Minnesota,2.25,78,0.25,2,,
MN-143,Sibley County,Minnesota,3.73,113,1.77,1.96,,
MN-145,Stearns County,Minnesota,2.41,84,0.54,1.87,,
MN-147,Steele County,Minnesota,3.23,101,1.18,2.05,,
MN-149,Stevens County,Minnesota,3.57,115,1.84,1.73,,
MN-151,Swift County,Minnesota,3.16,106,1.4,1.76,,
MN-153,Todd County,Minnesota,2.11,77,0.22,1.9,,
MN-155,Traverse County,Minnesota,3.57,117,2,1.57,,
MN-157,Wabasha County,Minnesota,2.84,91,0.62,2.22,,
MN-159,Wadena County,Minnesota,1.36,47,-0.61,1.97,,
MN-161,Waseca County,Minnesota,3.44,110,1.45,1.99,,
MN-163,Washington County,Minnesota,3.08,99,0.93,2.15,,
MN-165,Watonwan County,Minnesota,4.36,119,2.52,1.84,,
MN-167,Wilkin County,Minnesota,2.85,111,1.31,1.54,,
MN-169,Winona County,Minnesota,2.7,80,0.42,2.28,,
MN-171,Wright County,Minnesota,2.39,82,0.43,1.96,,
MN-173,Yellow Medicine County,Minnesota,2.63,97,0.99,1.64,,
MS-001,Adams County,Mississippi,1.01,22,-2.04,3.05,,
MS-003,Alcorn County,Mississippi,1.72,35,-1.22,2.94,,
MS-005,Amite County,Mississippi,0.32,7,-2.92,3.24,,
MS-007,Attala County,Mississippi,0.2,7,-2.55,2.75,,
MS-009,Benton County,Mississippi,1.8,36,-1.24,3.04,,
MS-011,Bolivar County,Mississippi,1.28,28,-1.66,2.94,,
MS-013,Calhoun County,Mississippi,0.75,17,-2.05,2.8,,
MS-015,Carroll County,Mississippi,0.52,13,-2.31,2.83,,
MS-017,Chickasaw County,Mississippi,0.32,7,-2.51,2.83,,
MS-019,Choctaw County,Mississippi,0.19,7,-2.56,2.75,,
MS-021,Claiborne County,Mississippi,0.24,7,-2.66,2.9,,
MS-023,Clarke County,Mississippi,0.02,1,-2.72,2.74,,
MS-025,Clay County,Mississippi,0.19,6,-2.67,2.86,,
MS-027,Coahoma County,Mississippi,1.43,26,-1.53,2.96,,
MS-029,Copiah County,Mississippi,0.13,5,-2.85,2.98,,
MS-031,Covington County,Mississippi,0.3,8,-2.64,2.94,,
MS-033,DeSoto County,Mississippi,1.49,26,-1.57,3.06,,
MS-035,Forrest County,Mississippi,0.25,7,-2.7,2.95,,
MS-037,Franklin County,Mississippi,0.73,17,-2.4,3.13,,
MS-039,George County,Mississippi,0.1,5,-3.05,3.15,,
MS-041,Greene County,Mississippi,0.16,7,-2.77,2.93,,
MS-043,Grenada County,Mississippi,0.87,19,-1.9,2.77,,
MS-045,Hancock County,Mississippi,0.3,11,-2.93,3.23,,
MS-047,Harrison County,Mississippi,0.21,7,-3.02,3.23,,
MS-049,Hinds County,Mississippi,0.18,6,-2.65,2.83,,
MS-051,Holmes County,Mississippi,0.28,7,-2.54,2.82,,
MS-053,Humphreys County,Mississippi,0.24,7,-2.65,2.89,,
MS-055,Issaquena County,Mississippi,0.07,5,-2.83,2.9,,
MS-057,Itawamba County,Mississippi,0.45,8,-2.36,2.81,,
MS-059,Jackson County,Mississippi,0.12,4,-3.11,3.23,,
MS-061,Jasper County,Mississippi,0.18,5,-2.69,2.87,,
MS-063,Jefferson County,Mississippi,0.66,14,-2.31,2.97,,
MS-065,Jefferson Davis County,Mississippi,0.29,7,-2.67,2.96,,
MS-067,Jones County,Mississippi,0.24,6,-2.62,2.86,,
MS-069,Kemper County,Mississippi,0.18,4,-2.58,2.76,,
MS-071,Lafayette County,Mississippi,2.16,49,-0.73,2.89,,
MS-073,Lamar County,Mississippi,0.3,8,-2.71,3.01,,
MS-075,Lauderdale County,Mississippi,0.05,3,-2.69,2.74,,
MS-077,Lawrence County,Mississippi,0.14,7,-2.83,2.97,,
MS-079,Leake County,Mississippi,0.47,11,-2.22,2.69,,
MS-081,Lee County,Mississippi,0.43,8,-2.42,2.85,,
MS-083,Leflore County,Mississippi,0.72,17,-2.13,2.85,,
MS-085,Lincoln County,Mississippi,0.15,7,-2.95,3.1,,
MS-087,Lowndes County,Mississippi,0.24,7,-2.63,2.87,,
MS-089,Madison County,Mississippi,0.21,6,-2.51,2.72,,
MS-091,Marion County,Mississippi,0.38,12,-2.65,3.03,,
MS-093,Marshall County,Mississippi,1.74,34,-1.28,3.02,,
MS-095,Monroe County,Mississippi,0.25,5,-2.62,2.87,,
MS-097,Montgomery County,Mississippi,0.4,8,-2.37,2.77,,
MS-099,Neshoba County,Mississippi,0.63,15,-2.1,2.73,,
MS-101,Newton County,Mississippi,0.23,6,-2.54,2.77,,
MS-103,Noxubee County,Mississippi,0.07,1,-2.67,2.74,,
MS-105,Oktibbeha County,Mississippi,0.09,2,-2.69,2.78,,
MS-107,Panola County,Mississippi,2.03,47,-0.83,2.86,,
MS-109,Pearl River County,Mississippi,0.15,4,-2.94,3.09,,
MS-111,Perry County,Mississippi,0.35,8,-2.61,2.96,,
MS-113,Pike County,Mississippi,0.1,6,-3.09,3.19,,
MS-115,Pontotoc County,Mississippi,0.62,10,-2.2,2.82,,
MS-117,Prentiss County,Mississippi,1.02,19,-1.93,2.95,,
MS-119,Quitman County,Mississippi,1.53,34,-1.32,2.85,,
MS-121,Rankin County,Mississippi,0.36,8,-2.39,2.75,,
MS-123,Scott County,Mississippi,0.44,12,-2.3,2.74,,
MS-125,Sharkey County,Mississippi,0.12,6,-2.77,2.89,,
MS-127,Simpson County,Mississippi,0.32,6,-2.64,2.96,,
MS-129,Smith County,Mississippi,0.46,12,-2.47,2.93,,
MS-131,Stone County,Mississippi,0.12,4,-2.96,3.08,,
MS-133,Sunflower County,Mississippi,0.87,17,-2.05,2.92,,
MS-135,Tallahatchie County,Mississippi,1.46,30,-1.35,2.81,,
MS-137,Tate County,Mississippi,1.72,32,-1.22,2.94,,
MS-139,Tippah County,Mississippi,1.53,30,-1.47,3,,
MS-141,Tishomingo County,Mississippi,1.17,22,-1.75,2.92,,
MS-143,Tunica County,Mississippi,1.58,28,-1.52,3.1,,
MS-145,Union County,Mississippi,0.91,19,-2,2.91,,
MS-147,Walthall County,Mississippi,0.23,6,-2.94,3.17,,
MS-149,Warren County,Mississippi,0.09,6,-2.84,2.93,,
MS-151,Washington County,Mississippi,0.38,9,-2.6,2.98,,
MS-153,Wayne County,Mississippi,0.08,4,-2.76,2.84,,
MS-155,Webster County,Mississippi,0.28,10,-2.53,2.81,,
MS-157,Wilkinson County,Mississippi,0.52,12,-2.71,3.23,,
MS-159,Winston County,Mississippi,0.26,6,-2.46,2.72,,
MS-161,Yalobusha County,Mississippi,1.73,38,-1.14,2.87,,
MS-163,Yazoo County,Mississippi,0.11,5,-2.7,2.81,,
MO-001,Adair County,Missouri,1.96,49,-0.95,2.91,,
MO-003,Andrew County,Missouri,1.65,38,-1.03,2.68,,
MO-005,Atchison County,Missouri,1.82,49,-0.75,2.57,,
MO-007,Audrain County,Missouri,1.19,17,-1.94,3.13,,
MO-009,Barry County,Missouri,3.62,72,0.07,3.55,,
MO-011,Barton County,Missouri,4.69,99,1.13,3.56,,
MO-013,Bates County,Missouri,4.63,101,1.29,3.34,,
MO-015,Benton County,Missouri,2.27,38,-1.34,3.61,,
MO-017,Bollinger County,Missouri,1.36,26,-1.79,3.15,,
MO-019,Boone County,Missouri,1.76,27,-1.42,3.18,,
MO-021,Buchanan County,Missouri,2.08,52,-0.7,2.78,,
MO-023,Butler County,Missouri,1.08,20,-2.12,3.2,,
MO-025,Caldwell County,Missouri,1.54,32,-1.38,2.92,,
MO-027,Callaway County,Missouri,1.12,12,-2.14,3.26,,
MO-029,Camden County,Missouri,1.51,18,-2.08,3.59,,
MO-031,Cape Girardeau County,Missouri,1.12,23,-1.99,3.11,,
MO-033,Carroll County,Missouri,2.28,51,-0.84,3.12,,
MO-035,Carter County,Missouri,1.42,30,-1.7,3.12,,
MO-037,Cass County,Missouri,2.26,44,-1.05,3.31,,
MO-039,Cedar County,Missouri,3.1,64,-0.45,3.55,,
MO-041,Chariton County,Missouri,3.14,74,0.03,3.11,,
MO-043,Christian County,Missouri,3.75,81,0.22,3.53,,
MO-045,Clark County,Missouri,2.13,53,-0.59,2.72,,
MO-047,Clay County,Missouri,2.56,61,-0.47,3.03,,
MO-049,Clinton County,Missouri,2.18,53,-0.79,2.97,,
MO-051,Cole County,Missouri,1.2,13,-2.22,3.42,,
MO-053,Cooper County,Missouri,1.79,27,-1.45,3.24,,
MO-055,Crawford County,Missouri,2.44,54,-0.79,3.23,,
MO-057,Dade County,Missouri,3.27,66,-0.29,3.56,,
MO-059,Dallas County,Missouri,3.03,61,-0.57,3.6,,
MO-061,Daviess County,Missouri,1.32,27,-1.56,2.88,,
MO-063,DeKalb County,Missouri,1.5,33,-1.3,2.8,,
MO-065,Dent County,Missouri,3.13,68,-0.15,3.28,,
MO-067,Douglas County,Missouri,2.71,51,-0.71,3.42,,
MO-069,Dunklin County,Missouri,1.32,22,-1.87,3.19,,
MO-071,Franklin County,Missouri,1.7,32,-1.47,3.17,,
MO-073,Gasconade County,Missouri,1.34,15,-1.9,3.24,,
MO-075,Gentry County,Missouri,1.45,31,-1.3,2.75,,
MO-077,Greene County,Missouri,3.7,76,0.2,3.5,,
MO-079,Grundy County,Missouri,1.35,28,-1.54,2.89,,
MO-081,Harrison County,Missouri,1.71,37,-1.08,2.79,,
MO-083,Henry County,Missouri,2.41,42,-1.1,3.51,,
MO-085,Hickory County,Missouri,2.08,34,-1.52,3.6,,
MO-087,Holt County,Missouri,1.82,49,-0.69,2.51,,
MO-089,Howard County,Missouri,2.28,48,-0.81,3.09,,
MO-091,Howell County,Missouri,3,70,-0.28,3.28,,
MO-093,Iron County,Missouri,2.86,62,-0.42,3.28,,
MO-095,Jackson County,Missouri,1.92,41,-1.25,3.17,,
MO-097,Jasper County,Missouri,4.89,100,1.32,3.57,,
MO-099,Jefferson County,Missouri,3.6,89,0.64,2.96,,
MO-101,Johnson County,Missouri,2.33,41,-1.08,3.41,,
MO-103,Knox County,Missouri,2.2,54,-0.68,2.88,,
MO-105,Laclede County,Missouri,2.61,51,-0.92,3.53,,
MO-107,Lafayette County,Missouri,2.26,48,-0.99,3.25,,
MO-109,Lawrence County,Missouri,3.62,78,0.07,3.55,,
MO-111,Lewis County,Missouri,1.9,43,-0.87,2.77,,
MO-113,Lincoln County,Missouri,0.86,9,-2.23,3.09,,
MO-115,Linn County,Missouri,2.18,48,-0.81,2.99,,
MO-117,Livingston County,Missouri,1.64,38,-1.28,2.92,,
MO-119,McDonald County,Missouri,4.47,88,0.9,3.57,,
MO-121,Macon County,Missouri,2.74,59,-0.26,3,,
MO-123,Madison County,Missouri,1.94,40,-1.35,3.29,,
MO-125,Maries County,Missouri,1.94,35,-1.42,3.36,,
MO-127,Marion County,Missouri,1.61,37,-1.21,2.82,,
MO-129,Mercer County,Missouri,1.98,46,-0.84,2.82,,
MO-131,Miller County,Missouri,1.22,14,-2.29,3.51,,
MO-133,Mississippi County,Missouri,0.59,6,-2.52,3.11,,
MO-135,Moniteau County,Missouri,1.59,26,-1.79,3.38,,
MO-137,Monroe County,Missouri,1.86,38,-1.07,2.93,,
MO-139,Montgomery County,Missouri,0.79,7,-2.35,3.14,,
MO-141,Morgan County,Missouri,1.72,25,-1.85,3.57,,
MO-143,New Madrid County,Missouri,0.84,9,-2.38,3.22,,
MO-145,Newton County,Missouri,4.89,96,1.26,3.63,,
MO-147,Nodaway County,Missouri,2.11,51,-0.53,2.64,,
MO-149,Oregon County,Missouri,2.23,50,-0.99,3.22,,
MO-151,Osage County,Missouri,1.05,10,-2.24,3.29,,
MO-153,Ozark County,Missouri,3.49,78,0.26,3.23,,
MO-155,Pemiscot County,Missouri,1.25,21,-1.89,3.14,,
MO-157,Perry County,Missouri,1.59,29,-1.47,3.06,,
MO-159,Pettis County,Missouri,2.28,38,-1.05,3.33,,
MO-161,Phelps County,Missouri,2.54,49,-0.78,3.32,,
MO-163,Pike County,Missouri,0.65,7,-2.42,3.07,,
MO-165,Platte County,Missouri,2.59,61,-0.28,2.87,,
MO-167,Polk County,Missouri,3.05,65,-0.47,3.52,,
MO-169,Pulaski County,Missouri,2.2,41,-1.23,3.43,,
MO-171,Putnam County,Missouri,1.81,43,-0.94,2.75,,
MO-173,Ralls County,Missouri,0.95,13,-1.97,2.92,,
MO-175,Randolph County,Missouri,2.76,62,-0.27,3.03,,
MO-177,Ray County,Missouri,1.99,46,-1.1,3.09,,
MO-179,Reynolds County,Missouri,2.6,52,-0.65,3.25,,
MO-181,Ripley County,Missouri,0.98,18,-2.18,3.16,,
MO-183,St. Charles County,Missouri,2.01,40,-1,3.01,,
MO-185,St. Clair County,Missouri,3.12,63,-0.42,3.54,,
MO-186,Ste. Genevieve County,Missouri,2.49,56,-0.56,3.05,,
MO-187,St. Francois County,Missouri,3.1,77,-0.04,3.14,,
MO-189,St. Louis County,Missouri,2.56,60,-0.39,2.95,,
MO-195,Saline County,Missouri,2.52,54,-0.62,3.14,,
MO-197,Schuyler County,Missouri,1.59,35,-1.24,2.83,,
MO-199,Scotland County,Missouri,1.7,46,-1.11,2.81,,
MO-201,Scott County,Missouri,0.67,8,-2.49,3.16,,
MO-203,Shannon County,Missouri,2.26,45,-0.97,3.23,,
MO-205,Shelby County,Missouri,2.31,55,-0.61,2.92,,
MO-207,Stoddard County,Missouri,0.86,11,-2.35,3.21,,
MO-209,Stone County,Missouri,4.02,84,0.58,3.44,,
MO-211,Sullivan County,Missouri,1.61,34,-1.28,2.89,,
MO-213,Taney County,Missouri,4.48,100,1.2,3.28,,
MO-215,Texas County,Missouri,2.59,49,-0.78,3.37,,
MO-217,Vernon County,Missouri,4.18,92,0.7,3.48,,
MO-219,Warren County,Missouri,0.98,12,-2.17,3.15,,
MO-221,Washington County,Missouri,2.94,72,-0.14,3.08,,
MO-223,Wayne County,Missouri,1.24,21,-1.98,3.22,,
MO-225,Webster County,Missouri,4.28,91,0.71,3.57,,
MO-227,Worth County,Missouri,1.78,41,-0.94,2.72,,
MO-229,Wright County,Missouri,2.99,63,-0.48,3.47,,
MO-510,St. Louis City,Missouri,2.46,60,-0.41,2.87,,
MT-001,Beaverhead County,Montana,3.36,126,1.98,1.38,,
MT-003,Big Horn County,Montana,3.01,126,1.76,1.25,,
MT-005,Blaine County,Montana,3.66,129,2.99,0.67,,
MT-007,Broadwater County,Montana,2.14,123,1.14,1,,
MT-009,Carbon County,Montana,2.64,117,1.3,1.34,,
MT-011,Carter County,Montana,1.46,103,0.53,0.93,,
MT-013,Cascade County,Montana,2.42,122,1.34,1.08,,
MT-015,Chouteau County,Montana,2.93,129,2.18,0.75,,
MT-017,Custer County,Montana,1.06,86,0.14,0.92,,
MT-019,Daniels County,Montana,2.91,128,2.25,0.66,,
MT-021,Dawson County,Montana,0.9,88,0.15,0.75,,
MT-023,Deer Lodge County,Montana,2.21,101,0.63,1.58,,
MT-025,Fallon County,Montana,1.17,96,0.27,0.9,,
MT-027,Fergus County,Montana,4.12,129,3.17,0.95,,
MT-029,Flathead County,Montana,8.35,129,5.51,2.84,,
MT-031,Gallatin County,Montana,4.29,128,2.57,1.72,,
MT-033,Garfield County,Montana,3.18,129,2.42,0.76,,
MT-035,Glacier County,Montana,4.28,128,2.64,1.64,,
MT-037,Golden Valley County,Montana,2.46,128,1.57,0.89,,
MT-039,Granite County,Montana,2.91,116,1.17,1.74,,
MT-041,Hill County,Montana,3.2,129,2.58,0.62,,
MT-043,Jefferson County,Montana,2.15,115,0.94,1.21,,
MT-045,Judith Basin County,Montana,3.04,127,1.93,1.11,,
MT-047,Lake County,Montana,5.69,129,3.88,1.81,,
MT-049,Lewis and Clark County,Montana,2.82,117,1.3,1.52,,
MT-051,Liberty County,Montana,2.31,129,1.76,0.55,,
MT-053,Lincoln County,Montana,8.91,129,6.08,2.83,,
MT-055,McCone County,Montana,1.35,106,0.6,0.75,,
MT-057,Madison County,Montana,4.02,128,2.43,1.59,,
MT-059,Meagher County,Montana,2.81,119,1.45,1.36,,
MT-061,Mineral County,Montana,8.09,129,5.1,2.99,,
MT-063,Missoula County,Montana,5.71,128,3.59,2.12,,
MT-065,Musselshell County,Montana,2.73,129,1.83,0.9,,
MT-067,Park County,Montana,5.03,128,3.21,1.82,,
MT-069,Petroleum County,Montana,3.76,129,3.01,0.75,,
MT-071,Phillips County,Montana,3.56,129,2.91,0.65,,
MT-073,Pondera County,Montana,2.01,117,1.09,0.92,,
MT-075,Powder River County,Montana,0.93,71,-0.1,1.03,,
MT-077,Powell County,Montana,3.81,120,2,1.81,,
MT-079,Prairie County,Montana,0.83,85,0.05,0.78,,
MT-081,Ravalli County,Montana,4.01,118,1.83,2.18,,
MT-083,Richland County,Montana,1.2,95,0.4,0.8,,
MT-085,Roosevelt County,Montana,1.8,126,1.1,0.7,,
MT-087,Rosebud County,Montana,2.32,122,1.36,0.96,,
MT-089,Sanders County,Montana,8.17,129,5.59,2.58,,
MT-091,Sheridan County,Montana,2.27,127,1.56,0.71,,
MT-093,Silver Bow County,Montana,2.37,115,1.07,1.3,,
MT-095,Stillwater County,Montana,2.78,116,1.43,1.35,,
MT-097,Sweet Grass County,Montana,3.08,123,1.74,1.34,,
MT-099,Teton County,Montana,2.04,114,0.97,1.07,,
MT-101,Toole County,Montana,1.72,124,1.15,0.57,,
MT-103,Treasure County,Montana,3.01,128,1.99,1.02,,
MT-105,Valley County,Montana,3.04,129,2.37,0.67,,
MT-107,Wheatland County,Montana,2.22,126,1.3,0.92,,
MT-109,Wibaux County,Montana,1.09,91,0.21,0.88,,
MT-111,Yellowstone County,Montana,3.05,128,2,1.05,,
NE-001,Adams County,Nebraska,0.42,22,-1.09,1.51,,
NE-003,Antelope County,Nebraska,1.29,63,-0.31,1.6,,
NE-005,Arthur County,Nebraska,1.94,110,0.86,1.08,,
NE-007,Banner County,Nebraska,0.48,28,-0.59,1.07,,
NE-009,Blaine County,Nebraska,1.65,86,0.27,1.38,,
NE-011,Boone County,Nebraska,0.8,36,-0.78,1.58,,
NE-013,Box Butte County,Nebraska,0.42,23,-0.61,1.03,,
NE-015,Boyd County,Nebraska,1.37,66,-0.1,1.47,,
NE-017,Brown County,Nebraska,1.76,86,0.37,1.39,,
NE-019,Buffalo County,Nebraska,0.27,12,-1.23,1.5,,
NE-021,Burt County,Nebraska,1.22,46,-0.75,1.97,,
NE-023,Butler County,Nebraska,2.01,77,0.22,1.79,,
NE-025,Cass County,Nebraska,1.52,52,-0.56,2.08,,
NE-027,Cedar County,Nebraska,1.83,77,0.14,1.69,,
NE-029,Chase County,Nebraska,0.69,61,-0.42,1.11,,
NE-031,Cherry County,Nebraska,1.65,95,0.44,1.21,,
NE-033,Cheyenne County,Nebraska,0.75,54,-0.28,1.03,,
NE-035,Clay County,Nebraska,1.34,56,-0.31,1.65,,
NE-037,Colfax County,Nebraska,1.64,63,-0.15,1.79,,
NE-039,Cuming County,Nebraska,1.63,63,-0.21,1.84,,
NE-041,Custer County,Nebraska,0.7,38,-0.72,1.42,,
NE-043,Dakota County,Nebraska,1.75,72,-0.01,1.76,,
NE-045,Dawes County,Nebraska,0.27,15,-0.91,1.18,,
NE-047,Dawson County,Nebraska,0.39,23,-1.04,1.43,,
NE-049,Deuel County,Nebraska,1,72,-0.05,1.05,,
NE-051,Dixon County,Nebraska,2.16,86,0.43,1.73,,
NE-053,Dodge County,Nebraska,1.33,50,-0.59,1.92,,
NE-055,Douglas County,Nebraska,1.46,50,-0.56,2.02,,
NE-057,Dundy County,Nebraska,0.28,27,-0.82,1.1,,
NE-059,Fillmore County,Nebraska,2.51,93,0.7,1.81,,
NE-061,Franklin County,Nebraska,0.17,11,-1.25,1.42,,
NE-063,Frontier County,Nebraska,0.23,17,-1.07,1.3,,
NE-065,Furnas County,Nebraska,0.15,11,-1.19,1.34,,
NE-067,Gage County,Nebraska,1.57,52,-0.54,2.11,,
NE-069,Garden County,Nebraska,1.11,80,0.06,1.05,,
NE-071,Garfield County,Nebraska,0.42,24,-1.04,1.46,,
NE-073,Gosper County,Nebraska,0.16,14,-1.22,1.38,,
NE-075,Grant County,Nebraska,1.98,113,0.84,1.14,,
NE-077,Greeley County,Nebraska,0.47,25,-1.04,1.51,,
NE-079,Hall County,Nebraska,0.28,16,-1.21,1.49,,
NE-081,Hamilton County,Nebraska,1.59,72,0.03,1.56,,
NE-083,Harlan County,Nebraska,0.14,8,-1.28,1.42,,
NE-085,Hayes County,Nebraska,0.46,39,-0.79,1.25,,
NE-087,Hitchcock County,Nebraska,0.15,11,-1.07,1.22,,
NE-089,Holt County,Nebraska,1.22,59,-0.26,1.48,,
NE-091,Hooker County,Nebraska,2.55,118,1.36,1.19,,
NE-093,Howard County,Nebraska,0.34,20,-1.13,1.47,,
NE-095,Jefferson County,Nebraska,1.47,54,-0.42,1.89,,
NE-097,Johnson County,Nebraska,1.08,30,-1.16,2.24,,
NE-099,Kearney County,Nebraska,0.3,21,-1.09,1.39,,
NE-101,Keith County,Nebraska,1.33,91,0.3,1.03,,
NE-103,Keya Paha County,Nebraska,1.49,77,0.12,1.37,,
NE-105,Kimball County,Nebraska,0.51,40,-0.45,0.96,,
NE-107,Knox County,Nebraska,1.64,75,0.03,1.61,,
NE-109,Lancaster County,Nebraska,2.05,74,0.07,1.98,,
NE-111,Lincoln County,Nebraska,1.55,92,0.32,1.23,,
NE-113,Logan County,Nebraska,2.53,109,1.25,1.28,,
NE-115,Loup County,Nebraska,0.56,35,-0.83,1.39,,
NE-117,McPherson County,Nebraska,2.37,115,1.23,1.14,,
NE-119,Madison County,Nebraska,1.76,76,0.16,1.6,,
NE-121,Merrick County,Nebraska,1.18,54,-0.37,1.55,,
NE-123,Morrill County,Nebraska,0.63,46,-0.33,0.96,,
NE-125,Nance County,Nebraska,1.14,51,-0.45,1.59,,
NE-127,Nemaha County,Nebraska,1.11,29,-1.32,2.43,,
NE-129,Nuckolls County,Nebraska,1.09,50,-0.58,1.67,,
NE-131,Otoe County,Nebraska,1.46,45,-0.73,2.19,,
NE-133,Pawnee County,Nebraska,1.34,37,-0.98,2.32,,
NE-135,Perkins County,Nebraska,1.39,90,0.32,1.07,,
NE-137,Phelps County,Nebraska,0.18,11,-1.25,1.43,,
NE-139,Pierce County,Nebraska,1.7,78,0.06,1.64,,
NE-141,Platte County,Nebraska,1.81,80,0.17,1.64,,
NE-143,Polk County,Nebraska,2.43,96,0.75,1.68,,
NE-145,Red Willow County,Nebraska,0.13,13,-1.1,1.23,,
NE-147,Richardson County,Nebraska,1.47,36,-0.99,2.46,,
